score,content,case folding,remove punctuation
5,"Transportasi Jakarta yg sangat membantu, dengan adanya MRT Jakarta lebih mudah untuk pengguna transportasi umum.","transportasi jakarta yg sangat membantu, dengan adanya mrt jakarta lebih mudah untuk pengguna transportasi umum.",transportasi jakarta  sangat membantu dengan adanya  jakarta lebih mudah untuk pengguna transportasi umum
5,Kenapa ya di aplikasi MRT ini tidak bisa melihat history perjalan selama 1 bulan?,kenapa ya di aplikasi mrt ini tidak bisa melihat history perjalan selama 1 bulan?,kenapa   aplikasi   tidak bisa melihat history perjalan selama bulan
5,"memudahkan untuk yang pertama kali naek mrt , bayarnya bisa pake link aja atau yang lainnya bisa","memudahkan untuk yang pertama kali naek mrt , bayarnya bisa pake link aja atau yang lainnya bisa",memudahkan untuk yang pertama kali naek  bayarnya bisa pake link  atau yang lainnya bisa
5,Apa beda LRT dengan MRT Dan bagaimana cara klo kita mau naik salah satu kereta ini.,apa beda lrt dengan mrt dan bagaimana cara klo kita mau naik salah satu kereta ini., beda  dengan   bagaimana cara  kita  naik salah satu kereta 
5,nyaman dan bersih waktu tempuhnya bagus,nyaman dan bersih waktu tempuhnya bagus,nyaman  bersih waktu tempuhnya bagus
5,Sangat membantu pengguna dalam pembayaran untuk naik MRT,sangat membantu pengguna dalam pembayaran untuk naik mrt,sangat membantu pengguna dalam pembayaran untuk naik 
5,nyaman dan cepat,nyaman dan cepat,nyaman  cepat
5,Sangat Menganggumkan,sangat menganggumkan,sangat menganggumkan
5,nyamannya bertransfortasi,nyamannya bertransfortasi,nyamannya bertransfortasi
5,"keren nieh pakai aplikasi ini, sangat membantu","keren nieh pakai aplikasi ini, sangat membantu",keren nieh pakai aplikasi  sangat membantu
5,sangat membantu berpergian menggunakan aplikasi ini,sangat membantu berpergian menggunakan aplikasi ini,sangat membantu berpergian menggunakan aplikasi 
5,"bagus, memudahkan pengguna untuk naik mrt","bagus, memudahkan pengguna untuk naik mrt",bagus memudahkan pengguna untuk naik 
5,sangat berguna / membantu aktifitas se hari2 🙏🙏🙏,sangat berguna / membantu aktifitas se hari2 🙏🙏🙏,sangat berguna membantu aktifitas  hari
5,sangat bagus aplikasi ini juga tau mrt,sangat bagus aplikasi ini juga tau mrt,sangat bagus aplikasi  juga  
5,semoga engga lemot & eror aplikasinya,semoga engga lemot & eror aplikasinya,semoga engga lemot eror aplikasinya
5,sangat bermanfaat bagi pertama kali menggunakan maupun berhari-hari,sangat bermanfaat bagi pertama kali menggunakan maupun berhari-hari,sangat bermanfaat bagi pertama kali menggunakan maupun berharihari
5,Scan QR masuk/keluar sudah lebih cepat,scan qr masuk/keluar sudah lebih cepat,scan  masukkeluar sudah lebih cepat
5,nyaman dan cepat,nyaman dan cepat,nyaman  cepat
5,pelayanan nya professional👍,pelayanan nya professional👍,pelayanan  professional
5,Moda transportasi yg aman..Apl'y g ribet,moda transportasi yg aman..apl'y g ribet,moda transportasi  amanaply  ribet
5,"Mudah digunakan, bayar menggunakan gopay lancar","mudah digunakan, bayar menggunakan gopay lancar",mudah digunakan bayar menggunakan gopay lancar
5,sangat membantu dalam perjalanan,sangat membantu dalam perjalanan,sangat membantu dalam perjalanan
5,Mrt ny tlg bsa d instal lg Yaa tlg d instal lg biar ga nyebelin,mrt ny tlg bsa d instal lg yaa tlg d instal lg biar ga nyebelin,     instal     instal  biar  nyebelin
5,nyaman tp blm pernah coba mrt,nyaman tp blm pernah coba mrt,nyaman   pernah coba 
5,bagus dan tingkatkan lagi,bagus dan tingkatkan lagi,bagus  tingkatkan lagi
5,simple dan gak ribet,simple dan gak ribet,simple   ribet
5,akhirnya Indonesia memiliki transportasi massal yang berkelas,akhirnya indonesia memiliki transportasi massal yang berkelas,akhirnya indonesia memiliki transportasi massal yang berkelas
5,mantap sangat berguna aplikasi ini,mantap sangat berguna aplikasi ini,mantap sangat berguna aplikasi 
5,masih setia pakai MRT dong.. dari rumah ke stasiun Fatmawati tinggal jalan kaki.,masih setia pakai mrt dong.. dari rumah ke stasiun fatmawati tinggal jalan kaki.,masih setia pakai  dong dari rumah  stasiun fatmawati tinggal jalan kaki
5,Sangat mudah dan cepat,sangat mudah dan cepat,sangat mudah  cepat
5,bagus & sangat menikmati sekali dengan moda transportasi raya terpadu MRT Jakarta,bagus & sangat menikmati sekali dengan moda transportasi raya terpadu mrt jakarta,bagus sangat menikmati sekali dengan moda transportasi raya terpadu  jakarta
5,bagus kalo lupa bawa kartu e-money nya,bagus kalo lupa bawa kartu e-money nya,bagus kalo lupa bawa kartu emoney 
5,LRT is the best. lancar n sukses utk lrt,lrt is the best. lancar n sukses utk lrt,   best lancar  sukses  
5,Buat urusan warga lebih mudah dan mengayomi,buat urusan warga lebih mudah dan mengayomi,buat urusan warga lebih mudah  mengayomi
5,Aplikasi ini sangat bagus dan berguna sekali,aplikasi ini sangat bagus dan berguna sekali,aplikasi  sangat bagus  berguna sekali
5,jika bagus/tidak ada kendala,jika bagus/tidak ada kendala,jika bagustidak  kendala
5,bagusss kualitas aplikasinya,bagusss kualitas aplikasinya,bagusss kualitas aplikasinya
5,Terimakasih Telah melayani dengan Baik dan Tulus MRT,terimakasih telah melayani dengan baik dan tulus mrt,terimakasih telah melayani dengan baik  tulus 
5,"Perbaiki, pertahankan, tambah opsional","perbaiki, pertahankan, tambah opsional",perbaiki pertahankan tambah opsional
5,aku senang ada Apk MRT jakartatingkat kn and kembangkn,aku senang ada apk mrt jakartatingkat kn and kembangkn, senang    jakartatingkat   kembangkn
5,sangat membantu dan memudahkan,sangat membantu dan memudahkan,sangat membantu  memudahkan
5,pertahankan prestasi mu dan tingkatkan pelayanan anda,pertahankan prestasi mu dan tingkatkan pelayanan anda,pertahankan prestasi   tingkatkan pelayanan anda
5,keren dan sangat membantu maju terus mrt jakarta,keren dan sangat membantu maju terus mrt jakarta,keren  sangat membantu maju terus  jakarta
5,"mantap Tranportasi kelas dunia ,serasa seperti di Eropa","mantap tranportasi kelas dunia ,serasa seperti di eropa",mantap tranportasi kelas dunia serasa seperti  eropa
5,sangat menggudukasi,sangat menggudukasi,sangat menggudukasi
5,semoga bisa di gunakan aplikasi y.,semoga bisa di gunakan aplikasi y.,semoga bisa  gunakan aplikasi 
5,belum coba naik tapi katanya keren,belum coba naik tapi katanya keren,belum coba naik tapi katanya keren
5,sangat membantu dan memudahkan,sangat membantu dan memudahkan,sangat membantu  memudahkan
5,sangat bagus untuk publik,sangat bagus untuk publik,sangat bagus untuk publik
5,cepat aplikasinya,cepat aplikasinya,cepat aplikasinya
5,"oke ini, untuk moda transportasinya modern,👍","oke ini, untuk moda transportasinya modern,👍",  untuk moda transportasinya modern
5,Transportasi Publik Modern,transportasi publik modern,transportasi publik modern
5,aAplikasinya bagus banget!,aaplikasinya bagus banget!,aaplikasinya bagus banget
5,Pelayanan semakin baik,pelayanan semakin baik,pelayanan semakin baik
5,cara jitu menghindari kemacetan,cara jitu menghindari kemacetan,cara jitu menghindari kemacetan
5,cepat nyaman aman,cepat nyaman aman,cepat nyaman aman
5,bagus sih untuk melihat rute MRT,bagus sih untuk melihat rute mrt,bagus  untuk melihat rute 
5,mantap keren aplikasinya,mantap keren aplikasinya,mantap keren aplikasinya
5,praktis dan ekonomis,praktis dan ekonomis,praktis  ekonomis
5,"bermanfaat, update banget","bermanfaat, update banget",bermanfaat update banget
5,bagus dan lancar,bagus dan lancar,bagus  lancar
5,aplikasi baik dan yg lebih baik lagi,aplikasi baik dan yg lebih baik lagi,aplikasi baik   lebih baik lagi
5,baguss dan mempermudah,baguss dan mempermudah,baguss  mempermudah
5,bagus dan mempermudah,bagus dan mempermudah,bagus  mempermudah
5,Bagus Untuk yang suka naik mrt jakarta,bagus untuk yang suka naik mrt jakarta,bagus untuk yang suka naik  jakarta
5,belum pernah naik mrt .mau cobq pake aplikasi,belum pernah naik mrt .mau cobq pake aplikasi,belum pernah naik   cobq pake aplikasi
5,Aplikasinya mudah digunakan 🥰,aplikasinya mudah digunakan 🥰,aplikasinya mudah digunakan
5,baru naik sekali..kereta nya bersih,baru naik sekali..kereta nya bersih,baru naik sekalikereta  bersih
5,Baru pertama kali aku mendaftar di Aplikasi MRT Jakarta,baru pertama kali aku mendaftar di aplikasi mrt jakarta,baru pertama kali  mendaftar  aplikasi  jakarta
5,akses nya mudah,akses nya mudah,akses  mudah
5,"bru pake, sejauh ini blm mendapatkan kendala","bru pake, sejauh ini blm mendapatkan kendala", pake sejauh   mendapatkan kendala
5,sangat bagus dan membantu,sangat bagus dan membantu,sangat bagus  membantu
5,seneng naik MRT nyaman dan.cepat,seneng naik mrt nyaman dan.cepat,seneng naik  nyaman dancepat
5,lumayan sangat membantu,lumayan sangat membantu,lumayan sangat membantu
5,mudah & membantu,mudah & membantu,mudah membantu
5,masih dlm pemcobaan. smoga bermakana buat kepegian nanti,masih dlm pemcobaan. smoga bermakana buat kepegian nanti,masih  pemcobaan smoga bermakana buat kepegian nanti
5,bagus dan cepat,bagus dan cepat,bagus  cepat
5,Bagus kok tidak ada kendala,bagus kok tidak ada kendala,bagus  tidak  kendala
5,aplikasi sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus
5,aplikasi yang mendukung user MRT,aplikasi yang mendukung user mrt,aplikasi yang mendukung user 
5,selalu memuaskan naik mrt,selalu memuaskan naik mrt,selalu memuaskan naik 
5,mudah dan bagus MRT jakarta,mudah dan bagus mrt jakarta,mudah  bagus  jakarta
5,terimakasih jakarta sehat selalu ya,terimakasih jakarta sehat selalu ya,terimakasih jakarta sehat selalu 
5,pelayanan yang sangat baik,pelayanan yang sangat baik,pelayanan yang sangat baik
5,bagus dan mudah,bagus dan mudah,bagus  mudah
5,mantap sangat memudahkan masyarakat,mantap sangat memudahkan masyarakat,mantap sangat memudahkan masyarakat
5,"Bintang 4 dulu , belum di coba","bintang 4 dulu , belum di coba",bintang dulu belum  coba
5,pelayanannya bagus,pelayanannya bagus,pelayanannya bagus
5,Alhamdulillah semakin keren,alhamdulillah semakin keren,alhamdulillah semakin keren
5,Benar benar membantu sebagai etiket buat naik MRT,benar benar membantu sebagai etiket buat naik mrt,benar benar membantu sebagai etiket buat naik 
5,sangat baikk sangat ramah,sangat baikk sangat ramah,sangat baikk sangat ramah
5,akses jadi mudah,akses jadi mudah,akses jadi mudah
5,sangat membantunsaya baru donload terimakash,sangat membantunsaya baru donload terimakash,sangat membantunsaya baru donload terimakash
5,aplikasi ini sangat membantu saya,aplikasi ini sangat membantu saya,aplikasi  sangat membantu saya
5,keren bgt appnya,keren bgt appnya,keren  appnya
5,Perubahan adalah wujud untuk kemajuan kesejahteraan masyarakat.,perubahan adalah wujud untuk kemajuan kesejahteraan masyarakat.,perubahan adalah wujud untuk kemajuan kesejahteraan masyarakat
5,keren. sangat efisein waktu.,keren. sangat efisein waktu.,keren sangat efisein waktu
5,bagus dan membantu,bagus dan membantu,bagus  membantu
5,aplikasi sangat baik,aplikasi sangat baik,aplikasi sangat baik
5,Sukses terus buat MRT-J kedepan nya,sukses terus buat mrt-j kedepan nya,sukses terus buat mrtj kedepan 
5,bagus dan memudahkan,bagus dan memudahkan,bagus  memudahkan
5,pengalaman pertama nieehhh.semoga seru dan menyenangkan,pengalaman pertama nieehhh.semoga seru dan menyenangkan,pengalaman pertama nieehhhsemoga seru  menyenangkan
5,App Bagus dan bermanfaat,app bagus dan bermanfaat, bagus  bermanfaat
5,Aplikasinya membantu banget,aplikasinya membantu banget,aplikasinya membantu banget
5,naik MRT supaya tidak macet,naik mrt supaya tidak macet,naik  supaya tidak macet
5,"baru mau nyoba sihh, bismillahirrahmanirrahim","baru mau nyoba sihh, bismillahirrahmanirrahim",baru  nyoba sihh bismillahirrahmanirrahim
5,MRT waktu perjalanan jd pasti,mrt waktu perjalanan jd pasti, waktu perjalanan  pasti
5,Semoga lancar pemakaiannya,semoga lancar pemakaiannya,semoga lancar pemakaiannya
5,modern transportasi DKI,modern transportasi dki,modern transportasi 
5,mencoba menggunakan aplikasi mrtj,mencoba menggunakan aplikasi mrtj,mencoba menggunakan aplikasi mrtj
5,pelayanan bagus,pelayanan bagus,pelayanan bagus
5,msh pelajari aplikasi nya,msh pelajari aplikasi nya, pelajari aplikasi 
5,Applikasi ya keren..,applikasi ya keren..,applikasi  keren
5,proses register member pemula copat,proses register member pemula copat,proses register member pemula copat
5,good sangat cepat,good sangat cepat,good sangat cepat
5,nyaman dan okk bngt mrt,nyaman dan okk bngt mrt,nyaman   bngt 
5,bagus dan bermanfaat,bagus dan bermanfaat,bagus  bermanfaat
5,sangat mengagumkan...,sangat mengagumkan...,sangat mengagumkan
5,mrt nyaman banget,mrt nyaman banget, nyaman banget
5,Sangat berguna bagi rakyat,sangat berguna bagi rakyat,sangat berguna bagi rakyat
5,Mantap aplikasi mrtnya,mantap aplikasi mrtnya,mantap aplikasi mrtnya
5,semoga bnyk promo naik mrt,semoga bnyk promo naik mrt,semoga bnyk promo naik 
5,"Mantul...bersih,nyaman,aman..","mantul...bersih,nyaman,aman..",mantulbersihnyamanaman
5,aplikasi nya keren,aplikasi nya keren,aplikasi  keren
5,"bagus , bermanfaat","bagus , bermanfaat",bagus bermanfaat
5,Pelayanan Penjualan Ticket tidak buka.,pelayanan penjualan ticket tidak buka.,pelayanan penjualan ticket tidak buka
5,mudah digunakan,mudah digunakan,mudah digunakan
5,sangat menyenangkan,sangat menyenangkan,sangat menyenangkan
5,Semoga Dengan Tranportasi MRT lancar,semoga dengan tranportasi mrt lancar,semoga dengan tranportasi  lancar
5,"mrt Jakarta, merubah wajah Jakarta, i love Jakarta","mrt jakarta, merubah wajah jakarta, i love jakarta", jakarta merubah wajah jakarta  love jakarta
5,menyenangkan sekali bergabung di MRTJ,menyenangkan sekali bergabung di mrtj,menyenangkan sekali bergabung  mrtj
5,proses pembuatan Akun mudah,proses pembuatan akun mudah,proses pembuatan akun mudah
5,wih keren ngebantu,wih keren ngebantu, keren ngebantu
5,Gak bisa di buka,gak bisa di buka, bisa  buka
5,baru mulai pake...semoga bermanfaat,baru mulai pake...semoga bermanfaat,baru mulai pakesemoga bermanfaat
5,Sangat bermafaat,sangat bermafaat,sangat bermafaat
5,sangat bermanfaat,sangat bermanfaat,sangat bermanfaat
5,Aplikasi yang bagus 👍,aplikasi yang bagus 👍,aplikasi yang bagus
5,sangat membantu,sangat membantu,sangat membantu
5,Sangat membantu,sangat membantu,sangat membantu
5,sangat membantu,sangat membantu,sangat membantu
1,"Bukan rating untuk aplikasi, hanya saja mungkin kalau nulis disini lebih memungkinkan tersampaikan. Saran saya, sebaiknya bisa di training lagi untuk petugas ticketing pintu keluar lebak bulus hari ini 18 okt 2024 pukul +/- 09.10 WIB, agar lebih ramah terutama pada pelanggan baru.","bukan rating untuk aplikasi, hanya saja mungkin kalau nulis disini lebih memungkinkan tersampaikan. saran saya, sebaiknya bisa di training lagi untuk petugas ticketing pintu keluar lebak bulus hari ini 18 okt 2024 pukul +/- 09.10 wib, agar lebih ramah terutama pada pelanggan baru.",bukan rating untuk aplikasi hanya saja mungkin kalau nulis disini lebih memungkinkan tersampaikan saran saya sebaiknya bisa  training lagi untuk petugas ticketing pintu keluar lebak bulus hari   pukul  agar lebih ramah terutama pada pelanggan baru
1,Apaan sih sekarang di stasiun Lebak bulus pintu masuknya cuma 1 sisi aja.. Kita yang dari arah parkiran resmi jadi jalan kejauhan.. Mana kalau lagi ramai jadi ngantri lagi masuknya.. Ini bintang 1 utk stasiun Lebak bulus bulan aplikasi.. Kalau aplikasi sdh baik,apaan sih sekarang di stasiun lebak bulus pintu masuknya cuma 1 sisi aja.. kita yang dari arah parkiran resmi jadi jalan kejauhan.. mana kalau lagi ramai jadi ngantri lagi masuknya.. ini bintang 1 utk stasiun lebak bulus bulan aplikasi.. kalau aplikasi sdh baik,apaan  sekarang  stasiun lebak bulus pintu masuknya cuma sisi  kita yang dari arah parkiran resmi jadi jalan kejauhan mana kalau lagi ramai jadi ngantri lagi masuknya  bintang  stasiun lebak bulus bulan aplikasi kalau aplikasi  baik
1,Kurang bagus sistem pembayarannya. Harusnya bisa edit nmr gopay atau dana pas mau bayarnya. Karna ga semua org nomor wa/Email singkron ke gopay/dana. Klo bisa jg ada sistem pembayaran virtual account. JD sy uninstall apk ini.,kurang bagus sistem pembayarannya. harusnya bisa edit nmr gopay atau dana pas mau bayarnya. karna ga semua org nomor wa/email singkron ke gopay/dana. klo bisa jg ada sistem pembayaran virtual account. jd sy uninstall apk ini.,kurang bagus sistem pembayarannya harusnya bisa edit  gopay atau dana   bayarnya karna  semua  nomor waemail singkron  gopaydana  bisa   sistem pembayaran virtual account   uninstall  
1,Disaat mau pembayaran selalu gak bisa. Padahal sinyal full 5g tetep aja cuma muncul layar putih,disaat mau pembayaran selalu gak bisa. padahal sinyal full 5g tetep aja cuma muncul layar putih,disaat  pembayaran selalu  bisa padahal sinyal full  tetep  cuma muncul layar putih
1,kode OTP gak dikirim2 ke WA padahal sinyal uda lancar,kode otp gak dikirim2 ke wa padahal sinyal uda lancar,kode   dikirim   padahal sinyal  lancar
1,"Ribet !!! Sistem beli tiket, Kudu nentuin tujuan dulu di app. Ga langsung potong kayak pake e-money. Rikues update berikutnya pake sistem kayak commuterline. Scan masuk gerbang sejumlah saldo otomatis di potong dan sisanya di refund pas keluar gate. Plus tambahin support NFC jadi tinggal tap hp kayak pake emoney.","ribet !!! sistem beli tiket, kudu nentuin tujuan dulu di app. ga langsung potong kayak pake e-money. rikues update berikutnya pake sistem kayak commuterline. scan masuk gerbang sejumlah saldo otomatis di potong dan sisanya di refund pas keluar gate. plus tambahin support nfc jadi tinggal tap hp kayak pake emoney.",ribet sistem beli tiket kudu nentuin tujuan dulu    langsung potong kayak pake emoney rikues update berikutnya pake sistem kayak commuterline scan masuk gerbang sejumlah saldo otomatis  potong  sisanya  refund  keluar gate plus tambahin support  jadi tinggal   kayak pake emoney
1,"Pilihan pembayaran kacau amat. Bukannya ada pilihan pembayaran e-wallet popular kaya gopay, ovo, dana, ini malah pake e-wallet ga jelas yg gatau siapa coba yang punya & pake. Gitu pun pembayaran bank juga ga jelas cuma bisa dari bank entah mana itu, padahal tinggal dibuatin virtual account aja beres bisa transfer semua bang. Kesannya kaya bikin aplikasi ga niat buat mempermudah pengguna tapi yg penting dapet komisi dari vendor aja.","pilihan pembayaran kacau amat. bukannya ada pilihan pembayaran e-wallet popular kaya gopay, ovo, dana, ini malah pake e-wallet ga jelas yg gatau siapa coba yang punya & pake. gitu pun pembayaran bank juga ga jelas cuma bisa dari bank entah mana itu, padahal tinggal dibuatin virtual account aja beres bisa transfer semua bang. kesannya kaya bikin aplikasi ga niat buat mempermudah pengguna tapi yg penting dapet komisi dari vendor aja.",pilihan pembayaran kacau amat bukannya  pilihan pembayaran ewallet popular kaya gopay  dana  malah pake ewallet  jelas  gatau siapa coba yang punya pake gitu  pembayaran bank juga  jelas cuma bisa dari bank entah mana  padahal tinggal dibuatin virtual account  beres bisa transfer semua bang kesannya kaya bikin aplikasi  niat buat mempermudah pengguna tapi  penting dapet komisi dari vendor 
1,"Aplikasi tol0l dikit2 ada notif harus diperbarui, dikit2 ada notif harus diperbarui.. Gblk emang bikin kesel pengguna aja, auto unistall","aplikasi tol0l dikit2 ada notif harus diperbarui, dikit2 ada notif harus diperbarui.. gblk emang bikin kesel pengguna aja, auto unistall",aplikasi toll dikit  notif harus diperbarui dikit  notif harus diperbarui gblk emang bikin kesel pengguna  auto unistall
1,"Metode pembayaran hanya bisa melalui astrapay, isaku, & blu. Ini sama saja membatasi orang utk naik MRT. Okupansi MRT 180 ribu, tapi rata2 cuma terpakai 80 ribu alias kurang dari setengah kapasitas. Klo mau maksimal harusnya perluas kanal metode pembayaran, terutama yg sdh populer, seperti shopeepay, gopay, & via mobile banking.","metode pembayaran hanya bisa melalui astrapay, isaku, & blu. ini sama saja membatasi orang utk naik mrt. okupansi mrt 180 ribu, tapi rata2 cuma terpakai 80 ribu alias kurang dari setengah kapasitas. klo mau maksimal harusnya perluas kanal metode pembayaran, terutama yg sdh populer, seperti shopeepay, gopay, & via mobile banking.",metode pembayaran hanya bisa melalui astrapay isaku   sama saja membatasi orang  naik  okupansi  ribu tapi rata cuma terpakai ribu alias kurang dari setengah kapasitas   maksimal harusnya perluas kanal metode pembayaran terutama   populer seperti shopeepay gopay  mobile banking
1,"Tadi saya daftar memakai email dan nomor telepon, ketika sudah dapat kode otp lalu saya masukkan koq gak bisa. Terus saya minta kode otp lagi tiba-tiba aplikasinya ngelag terus dapat kiriman wa otpnya banyak, pas mau daftar lagi register failed, saya gak tahu mau daftar kaya gimana lagi. Akhirnya saya nyerah aja. Saya pikir aplikasi ini tidak ada maintenance nya.","tadi saya daftar memakai email dan nomor telepon, ketika sudah dapat kode otp lalu saya masukkan koq gak bisa. terus saya minta kode otp lagi tiba-tiba aplikasinya ngelag terus dapat kiriman wa otpnya banyak, pas mau daftar lagi register failed, saya gak tahu mau daftar kaya gimana lagi. akhirnya saya nyerah aja. saya pikir aplikasi ini tidak ada maintenance nya.",tadi saya daftar memakai email  nomor telepon ketika sudah dapat kode  lalu saya masukkan   bisa terus saya minta kode  lagi tibatiba aplikasinya ngelag terus dapat kiriman  otpnya banyak   daftar lagi register failed saya  tahu  daftar kaya gimana lagi akhirnya saya nyerah  saya pikir aplikasi  tidak  maintenance 
1,"Tidak bisa mendaftar, selalu muncul notifikasi internal error","tidak bisa mendaftar, selalu muncul notifikasi internal error",tidak bisa mendaftar selalu muncul notifikasi internal error
1,"Aplikasi yg awalnya bagus bgt,tapi setelah cuma bisa payment pakek 2 e-wallet ga jelas jadi parah bgt.. mending KLO bisa payment, ini kagak bisa.. trus gimana ?? Kacauuuu","aplikasi yg awalnya bagus bgt,tapi setelah cuma bisa payment pakek 2 e-wallet ga jelas jadi parah bgt.. mending klo bisa payment, ini kagak bisa.. trus gimana ?? kacauuuu",aplikasi  awalnya bagus bgttapi setelah cuma bisa payment pakek ewallet  jelas jadi parah  mending  bisa payment  kagak bisa trus gimana kacauuuu
1,"Aplikasi sangat merugikan, lebih dari 5 kali dengan kasus yg sama ketika saat melakukan pembayaran melalui isaku seperti terjadi trouble dan gagal sehingga saya mengetik ulang dan melakukan pembayaran lg, alhasil sy beli 2 tiket yg sma padahal yg pertama trauble.rugi bnget si. Akan saya uninstall sih.gak berguna","aplikasi sangat merugikan, lebih dari 5 kali dengan kasus yg sama ketika saat melakukan pembayaran melalui isaku seperti terjadi trouble dan gagal sehingga saya mengetik ulang dan melakukan pembayaran lg, alhasil sy beli 2 tiket yg sma padahal yg pertama trauble.rugi bnget si. akan saya uninstall sih.gak berguna",aplikasi sangat merugikan lebih dari kali dengan kasus  sama ketika saat melakukan pembayaran melalui isaku seperti terjadi trouble  gagal sehingga saya mengetik ulang  melakukan pembayaran  alhasil  beli tiket   padahal  pertama traublerugi bnget  akan saya uninstall sihgak berguna
1,"Mau bayar pake BLU g bisa, mau verifikasi akun g bisa, selesai login selalu ada tulisan: fail to fetch data from server. E-walletnya tolong diperbanyak, seperti LinkAja, OVO, Dana, dll.","mau bayar pake blu g bisa, mau verifikasi akun g bisa, selesai login selalu ada tulisan: fail to fetch data from server. e-walletnya tolong diperbanyak, seperti linkaja, ovo, dana, dll.", bayar pake   bisa  verifikasi akun  bisa selesai login selalu  tulisan fail  fetch data from server ewalletnya tolong diperbanyak seperti linkaja  dana 
1,"tolong keterangan pengiriman otp disaat registrasi diperjelas. kalau otp dikirimkan ke whatsapp, ya ditulis kalau dikirimnya ke whatsapp. ini malah ditulis sms, malah masuknya ke whatsapp. gimana sih.","tolong keterangan pengiriman otp disaat registrasi diperjelas. kalau otp dikirimkan ke whatsapp, ya ditulis kalau dikirimnya ke whatsapp. ini malah ditulis sms, malah masuknya ke whatsapp. gimana sih.",tolong keterangan pengiriman  disaat registrasi diperjelas kalau  dikirimkan  whatsapp  ditulis kalau dikirimnya  whatsapp  malah ditulis  malah masuknya  whatsapp gimana 
1,"Aplikasi ini sangat tidak bagus. Ketika daftar, 4 kode yg dikirimkan ke whatsapp tidak pernah terkirim. Lalu coba kirim ulang masih tidak terkirim sampai sekarang, padahal nomor hape sudah benar. Tidak ada notif di email juga.","aplikasi ini sangat tidak bagus. ketika daftar, 4 kode yg dikirimkan ke whatsapp tidak pernah terkirim. lalu coba kirim ulang masih tidak terkirim sampai sekarang, padahal nomor hape sudah benar. tidak ada notif di email juga.",aplikasi  sangat tidak bagus ketika daftar kode  dikirimkan  whatsapp tidak pernah terkirim lalu coba kirim ulang masih tidak terkirim sampai sekarang padahal nomor hape sudah benar tidak  notif  email juga
1,"Kenapa aplikasinya selalu keluar sendiri? Padahal mau verifikasi ktp dan ngisi indentitas lainya. Pas mau mesen tiket juga sering keluar sendiri, padahal sinyal bagus, udah pakek data dan wifi tetep aja keluar sendiri. Ini kenapa error app nya? Mohon developer segera memeberikan solusi dan memperbaikinya.","kenapa aplikasinya selalu keluar sendiri? padahal mau verifikasi ktp dan ngisi indentitas lainya. pas mau mesen tiket juga sering keluar sendiri, padahal sinyal bagus, udah pakek data dan wifi tetep aja keluar sendiri. ini kenapa error app nya? mohon developer segera memeberikan solusi dan memperbaikinya.",kenapa aplikasinya selalu keluar sendiri padahal  verifikasi   ngisi indentitas lainya   mesen tiket juga sering keluar sendiri padahal sinyal bagus udah pakek data  wifi tetep  keluar sendiri  kenapa error   mohon developer segera memeberikan solusi  memperbaikinya
1,"aplikasi eror mulu... distasiun blok a ngak bisa dipake sekalinya bisa lemot....selalu dibilang ngk ada internet pdhl wa, youtube yg lain nya bisa. dulu dulu bagus ngak ada hambatan skrg kok berubah","aplikasi eror mulu... distasiun blok a ngak bisa dipake sekalinya bisa lemot....selalu dibilang ngk ada internet pdhl wa, youtube yg lain nya bisa. dulu dulu bagus ngak ada hambatan skrg kok berubah",aplikasi eror mulu distasiun blok  ngak bisa dipake sekalinya bisa lemotselalu dibilang   internet pdhl  youtube  lain  bisa dulu dulu bagus ngak  hambatan skrg  berubah
1,"Coba beberapa kali buat akun tidak dapat nomor verifikasi. Padahal sinyal bagus, alamat email, no hp dan pass sudah benar. Mohon ditingkatkan lagi pembangunan sistemnya agar mudah diakses masyarakat.","coba beberapa kali buat akun tidak dapat nomor verifikasi. padahal sinyal bagus, alamat email, no hp dan pass sudah benar. mohon ditingkatkan lagi pembangunan sistemnya agar mudah diakses masyarakat.",coba beberapa kali buat akun tidak dapat nomor verifikasi padahal sinyal bagus alamat email    pass sudah benar mohon ditingkatkan lagi pembangunan sistemnya agar mudah diakses masyarakat
1,"Sistem Teknologinya Sgt Jelek & Tidak Flexible. Account saya di Aplikasi MRT-J , gagal dihubungkan dengan Metode Pembayaran E~Wallet apapun hanya karena Nomor Handphone E-Wallet berbeda dg nomor Account yg trdaftar du MRT-J. Pun jika mau dihapus akun MRT-J tdk bisa. ~ Apliasi belum matang tapi sdh dipasarkan atau go public. Sangat meresahkan..","sistem teknologinya sgt jelek & tidak flexible. account saya di aplikasi mrt-j , gagal dihubungkan dengan metode pembayaran e~wallet apapun hanya karena nomor handphone e-wallet berbeda dg nomor account yg trdaftar du mrt-j. pun jika mau dihapus akun mrt-j tdk bisa. ~ apliasi belum matang tapi sdh dipasarkan atau go public. sangat meresahkan..",sistem teknologinya  jelek tidak flexible account saya  aplikasi mrtj gagal dihubungkan dengan metode pembayaran ewallet apapun hanya karena nomor handphone ewallet berbeda  nomor account  trdaftar  mrtj  jika  dihapus akun mrtj  bisa apliasi belum matang tapi  dipasarkan atau  public sangat meresahkan
