score,content,case folding,remove punctuation
1,"Akun tiba2 terhapus, trus pas mau coba daftar pake email lain gabisa. Masuk lewat gmail gabisa (cuma ada tulisan 40). Tolong lah aplikasi nya dibenerin lagi. Giliran dibutuhin, malah nyusahin.","akun tiba2 terhapus, trus pas mau coba daftar pake email lain gabisa. masuk lewat gmail gabisa (cuma ada tulisan 40). tolong lah aplikasi nya dibenerin lagi. giliran dibutuhin, malah nyusahin.",akun tiba terhapus trus   coba daftar pake email lain gabisa masuk lewat gmail gabisa cuma  tulisan tolong  aplikasi  dibenerin lagi giliran dibutuhin malah nyusahin
1,"Sering eror, transaksi pakai blu sudah berhasil, tapi tiket tidak muncul. Fitur doang diupdate tapi tidak berfungsi dengan baik.","sering eror, transaksi pakai blu sudah berhasil, tapi tiket tidak muncul. fitur doang diupdate tapi tidak berfungsi dengan baik.",sering eror transaksi pakai  sudah berhasil tapi tiket tidak muncul fitur doang diupdate tapi tidak berfungsi dengan baik
1,"Tidak dapat terima OTP untuk registrasi, login via Google juga tidak bisa, Aplikasinya juga suka freeze minimal dikasih loading gitu sama FE. Bug critical kok bisa naik production ya.. QA nya kemana, Product Managernya bagaimana","tidak dapat terima otp untuk registrasi, login via google juga tidak bisa, aplikasinya juga suka freeze minimal dikasih loading gitu sama fe. bug critical kok bisa naik production ya.. qa nya kemana, product managernya bagaimana",tidak dapat terima  untuk registrasi login  google juga tidak bisa aplikasinya juga suka freeze minimal dikasih loading gitu sama   critical  bisa naik production    kemana product managernya bagaimana
1,"Sudah pernah daftar, pakai ni aplikasi, dan di minggu berikutnya pas mau login selalu error apps. Emang beda ya rada ga niat bikin mudah segala hal. Agak super ribet error terus.","sudah pernah daftar, pakai ni aplikasi, dan di minggu berikutnya pas mau login selalu error apps. emang beda ya rada ga niat bikin mudah segala hal. agak super ribet error terus.",sudah pernah daftar pakai  aplikasi   minggu berikutnya   login selalu error apps emang beda  rada  niat bikin mudah segala  agak super ribet error terus
1,"pagi masih bisa login, bisa beli tiket. setelah sampai stasiun mrt lebak bulus aplikasi gak bisa kebuka 🤣👍 mau gak mau beli kartu MTT di stasiun.. rugi 11 ribu buat perjalanan ke kantor. kejadian kyk gini gak sekali 2 kali.. untung gede yaaa 🤣","pagi masih bisa login, bisa beli tiket. setelah sampai stasiun mrt lebak bulus aplikasi gak bisa kebuka 🤣👍 mau gak mau beli kartu mtt di stasiun.. rugi 11 ribu buat perjalanan ke kantor. kejadian kyk gini gak sekali 2 kali.. untung gede yaaa 🤣",pagi masih bisa login bisa beli tiket setelah sampai stasiun  lebak bulus aplikasi  bisa kebuka    beli kartu   stasiun rugi ribu buat perjalanan  kantor kejadian  gini  sekali kali untung gede yaaa
1,"Karena jika opsi pengembang android aktif , aplikasi ga bisa dipakai.. tapi kalo opsi pengembang di android ga aktif hape lelet bukan main. Dan aplikasi ini mengharuskan opsi pengembang dalam keadaan non aktif. apakah pengguna aplikasi my MRTJ ini harus pengguna iphone?","karena jika opsi pengembang android aktif , aplikasi ga bisa dipakai.. tapi kalo opsi pengembang di android ga aktif hape lelet bukan main. dan aplikasi ini mengharuskan opsi pengembang dalam keadaan non aktif. apakah pengguna aplikasi my mrtj ini harus pengguna iphone?",karena jika opsi pengembang android aktif aplikasi  bisa dipakai tapi kalo opsi pengembang  android  aktif hape lelet bukan main  aplikasi  mengharuskan opsi pengembang dalam keadaan  aktif apakah pengguna aplikasi  mrtj  harus pengguna iphone
1,"saya hanya bisa ketawa hahaha.. setelah daftar dpt point 1000, mau lengkapi data (foto ktp) sll keluar dr aplikasi. saya link kan ke gopay soal pembayaran point langsung 0. saya cek kembali pembayaran, ternyata gopay nya tdk link alias tertulis 0 dan ada iklannya lg, hahaha ini mah apk lucu2an, semoga ada perbaikan. 🙏 maaf aplikasinya saya kasih bintang 1 krn tdk bermaaf bagi saya. saya orang jkt","saya hanya bisa ketawa hahaha.. setelah daftar dpt point 1000, mau lengkapi data (foto ktp) sll keluar dr aplikasi. saya link kan ke gopay soal pembayaran point langsung 0. saya cek kembali pembayaran, ternyata gopay nya tdk link alias tertulis 0 dan ada iklannya lg, hahaha ini mah apk lucu2an, semoga ada perbaikan. 🙏 maaf aplikasinya saya kasih bintang 1 krn tdk bermaaf bagi saya. saya orang jkt",saya hanya bisa ketawa hahaha setelah daftar  point  lengkapi data foto   keluar  aplikasi saya link   gopay soal pembayaran point langsung saya  kembali pembayaran ternyata gopay   link alias tertulis   iklannya  hahaha    lucuan semoga  perbaikan maaf aplikasinya saya kasih bintang   bermaaf bagi saya saya orang 
1,"Tolong dong developer sediakan kembali metode pembayaran e-wallet seperti ""dana"", ""ovo"", ""gopay"" dll agar mempermudah konsumen jga, klo metode pembayaran yg sekarang banyak yg jarang pakai jadi sulit","tolong dong developer sediakan kembali metode pembayaran e-wallet seperti ""dana"", ""ovo"", ""gopay"" dll agar mempermudah konsumen jga, klo metode pembayaran yg sekarang banyak yg jarang pakai jadi sulit",tolong dong developer sediakan kembali metode pembayaran ewallet seperti dana  gopay  agar mempermudah konsumen   metode pembayaran  sekarang banyak  jarang pakai jadi sulit
1,"Saya ga bisa daftar ke aplikasi, gimana si nyuruh orang beli tiket dan aksesnya pake aplikasi tapi gabisa registrasi, kalo bikin insfastruktur atau fasilitas SATU PAKET dong, jangan setengah setengah.","saya ga bisa daftar ke aplikasi, gimana si nyuruh orang beli tiket dan aksesnya pake aplikasi tapi gabisa registrasi, kalo bikin insfastruktur atau fasilitas satu paket dong, jangan setengah setengah.",saya  bisa daftar  aplikasi gimana  nyuruh orang beli tiket  aksesnya pake aplikasi tapi gabisa registrasi kalo bikin insfastruktur atau fasilitas satu paket dong jangan setengah setengah
1,"Udah 2x beli tiket dengan gopay. Tiket ga muncul. Beli lagi saldo GO-PAY kepotong 2x, baru muncul tiket menunggu 15 menit. Sangat tidak efisien pake apps ini","udah 2x beli tiket dengan gopay. tiket ga muncul. beli lagi saldo go-pay kepotong 2x, baru muncul tiket menunggu 15 menit. sangat tidak efisien pake apps ini",udah  beli tiket dengan gopay tiket  muncul beli lagi saldo gopay kepotong  baru muncul tiket menunggu menit sangat tidak efisien pake apps 
1,"Ini aplikasi MRT bukannya memudahkan malah makin ngeribetin, aplikasi nya suka error, pembelian tiket suka error. Mending lu benerin dulu deh bug nya, pengen ngomong kasar hadehhh","ini aplikasi mrt bukannya memudahkan malah makin ngeribetin, aplikasi nya suka error, pembelian tiket suka error. mending lu benerin dulu deh bug nya, pengen ngomong kasar hadehhh", aplikasi  bukannya memudahkan malah makin ngeribetin aplikasi  suka error pembelian tiket suka error mending  benerin dulu    pengen ngomong kasar hadehhh
1,"Sangat kecewa si dg apk dn pelayanan di wa, tidak memberikan solusi, Saran aja kdpnnya kalau org salah pemilihan tujuan hrs nya bisa di edit, trus kalau tdk di gunakan hrs nya saldo kmbali bukan malah jadi angus, pelayanan di wa hnya mau terima yang nnya saja, kalau compln tdk di tanggapi dn bahkan langsung akhiri percakapan tnpa ada info di si compln nya ... kaya nyesel banget, perasaan dulu yah bisa di ganti tuh tujuan nya skrg malah gak bisa, jujur kecewa banget si smpah","sangat kecewa si dg apk dn pelayanan di wa, tidak memberikan solusi, saran aja kdpnnya kalau org salah pemilihan tujuan hrs nya bisa di edit, trus kalau tdk di gunakan hrs nya saldo kmbali bukan malah jadi angus, pelayanan di wa hnya mau terima yang nnya saja, kalau compln tdk di tanggapi dn bahkan langsung akhiri percakapan tnpa ada info di si compln nya ... kaya nyesel banget, perasaan dulu yah bisa di ganti tuh tujuan nya skrg malah gak bisa, jujur kecewa banget si smpah",sangat kecewa     pelayanan   tidak memberikan solusi saran  kdpnnya kalau  salah pemilihan tujuan   bisa  edit trus kalau   gunakan   saldo kmbali bukan malah jadi angus pelayanan   hnya  terima yang nnya saja kalau compln   tanggapi  bahkan langsung akhiri percakapan tnpa  info   compln  kaya nyesel banget perasaan dulu  bisa  ganti  tujuan  skrg malah  bisa jujur kecewa banget  smpah
1,Pembelian online nya semakin membagong kan... Monopoli metode pembayaran pihak tertentu... Harusnya pemerintah turun tangan nie... Secara ini kan salah satu fasilitas strategis negara..,pembelian online nya semakin membagong kan... monopoli metode pembayaran pihak tertentu... harusnya pemerintah turun tangan nie... secara ini kan salah satu fasilitas strategis negara..,pembelian online  semakin membagong  monopoli metode pembayaran pihak tertentu harusnya pemerintah turun tangan  secara   salah satu fasilitas strategis negara
1,"Pembayaran ribet. Pake bank cuma bisa blu dan master card, tapi pake blu gak bisa2. Pake isaku juga gak bisa. Apa tidak bisa pake pake alat pembayaran yg lebih mudah?","pembayaran ribet. pake bank cuma bisa blu dan master card, tapi pake blu gak bisa2. pake isaku juga gak bisa. apa tidak bisa pake pake alat pembayaran yg lebih mudah?",pembayaran ribet pake bank cuma bisa   master card tapi pake   bisa pake isaku juga  bisa  tidak bisa pake pake alat pembayaran  lebih mudah
1,"Masa pas mau bayar pake link aja disuruh masukin kode verifikasi yang dikirim via sms, baru juga masuk sms nya, tutup bentar app MRT buat liat kode di SMS, app MRT nya malah kembali ke beranda awal, gitu aja terus sampe gak kebayar-bayarb tu tiket","masa pas mau bayar pake link aja disuruh masukin kode verifikasi yang dikirim via sms, baru juga masuk sms nya, tutup bentar app mrt buat liat kode di sms, app mrt nya malah kembali ke beranda awal, gitu aja terus sampe gak kebayar-bayarb tu tiket",masa   bayar pake link  disuruh masukin kode verifikasi yang dikirim   baru juga masuk   tutup bentar   buat liat kode      malah kembali  beranda awal gitu  terus sampe  kebayarbayarb  tiket
1,"Mau daftar aja ga bisa"",,udah bbrpa hari di coba tetep ga bisa daftar juga,,udah di coba di hape dan nomer berbeda,,tapi tetep aja ga bisa!! Aplikasi aneh,,buang"" kuota aja!!!","mau daftar aja ga bisa"",,udah bbrpa hari di coba tetep ga bisa daftar juga,,udah di coba di hape dan nomer berbeda,,tapi tetep aja ga bisa!! aplikasi aneh,,buang"" kuota aja!!!", daftar   bisaudah bbrpa hari  coba tetep  bisa daftar jugaudah  coba  hape  nomer berbedatapi tetep   bisa aplikasi anehbuang kuota 
1,"Sebelumnya saya suka dan sering naik mrt,tapi setelah di update, E wallet dan bank yang biasa saya gunakan banyak yang di hilangkan dan sekarang hanya tersisa 3(tiga) metode pembayaran saja,saya sangat kecewa,karna hanya mempersulit konsumen,saya berharap bisa di evaluasi lagi,bank serta E wallet sebelumnya bisa di kembalikan lagi.","sebelumnya saya suka dan sering naik mrt,tapi setelah di update, e wallet dan bank yang biasa saya gunakan banyak yang di hilangkan dan sekarang hanya tersisa 3(tiga) metode pembayaran saja,saya sangat kecewa,karna hanya mempersulit konsumen,saya berharap bisa di evaluasi lagi,bank serta e wallet sebelumnya bisa di kembalikan lagi.",sebelumnya saya suka  sering naik mrttapi setelah  update  wallet  bank yang biasa saya gunakan banyak yang  hilangkan  sekarang hanya tersisa tiga metode pembayaran sajasaya sangat kecewakarna hanya mempersulit konsumensaya berharap bisa  evaluasi lagibank serta  wallet sebelumnya bisa  kembalikan lagi
1,"Tolong bos, kalo release app dicek dulu internalnya, masa mau masuk aja ga bisa.. udah release aja ke publik. Mana pake review palsu buat muji2 lagi.","tolong bos, kalo release app dicek dulu internalnya, masa mau masuk aja ga bisa.. udah release aja ke publik. mana pake review palsu buat muji2 lagi.",tolong  kalo release  dicek dulu internalnya masa  masuk   bisa udah release   publik mana pake review palsu buat muji lagi
1,"force close sendiri ga jelas bgt, padahal abis download nyoba bentar lancar ditinggal berapa jam kemudian mulai ga jelas...benerin lah appnya biar ngesupport orang yg mau make transport umum juga,kayak appnya krl tuh bagus","force close sendiri ga jelas bgt, padahal abis download nyoba bentar lancar ditinggal berapa jam kemudian mulai ga jelas...benerin lah appnya biar ngesupport orang yg mau make transport umum juga,kayak appnya krl tuh bagus",force close sendiri  jelas  padahal abis download nyoba bentar lancar ditinggal berapa  kemudian mulai  jelasbenerin  appnya biar ngesupport orang   make transport umum jugakayak appnya   bagus
1,"Untuk info tenant, tolong infokan daftar menu dan pricelist nya.. Misalnya ketika kita klik hypr caffein, muncul daftar menu dan harga nya. Terima kasih","untuk info tenant, tolong infokan daftar menu dan pricelist nya.. misalnya ketika kita klik hypr caffein, muncul daftar menu dan harga nya. terima kasih",untuk info tenant tolong infokan daftar menu  pricelist  misalnya ketika kita klik hypr caffein muncul daftar menu  harga  terima kasih
1,"Ketika diinstall kembali, ternyata pilihan pembayaran sangat sedikit dan tidak familiar jadi uninstall kembali. Mohon metode pembayaran seperti dahulu yang mana sangat bervariasi.","ketika diinstall kembali, ternyata pilihan pembayaran sangat sedikit dan tidak familiar jadi uninstall kembali. mohon metode pembayaran seperti dahulu yang mana sangat bervariasi.",ketika diinstall kembali ternyata pilihan pembayaran sangat sedikit  tidak familiar jadi uninstall kembali mohon metode pembayaran seperti dahulu yang mana sangat bervariasi
1,Kenapa ga bisa bayar pake gopay dan ovo lagi. Bukannya dipermudah malah jadi sulit pembayaran tiket nya. Ya udah uninstall aja krn jadi ga kepake lagi aplikasinya,kenapa ga bisa bayar pake gopay dan ovo lagi. bukannya dipermudah malah jadi sulit pembayaran tiket nya. ya udah uninstall aja krn jadi ga kepake lagi aplikasinya,kenapa  bisa bayar pake gopay   lagi bukannya dipermudah malah jadi sulit pembayaran tiket   udah uninstall   jadi  kepake lagi aplikasinya
1,"Jeda antar kereta dari 5 menit malah jadi 10 menit. Ini malah numpuk penumpang yg nunggu di stasiun mrt dan di dalam kereta. katanya psbb ? Katanya masyarakat disuruh taat aturan psbb. Tapi manajemen mrt kok malah bikin penumpangnya numpuk, dimana lah logika nya ini manajemen mrt???!","jeda antar kereta dari 5 menit malah jadi 10 menit. ini malah numpuk penumpang yg nunggu di stasiun mrt dan di dalam kereta. katanya psbb ? katanya masyarakat disuruh taat aturan psbb. tapi manajemen mrt kok malah bikin penumpangnya numpuk, dimana lah logika nya ini manajemen mrt???!",jeda antar kereta dari menit malah jadi menit  malah numpuk penumpang  nunggu  stasiun    dalam kereta katanya psbb katanya masyarakat disuruh taat aturan psbb tapi manajemen   malah bikin penumpangnya numpuk dimana  logika   manajemen 
1,"Tidak bisa mendaftar.. tidak bisa melengkapi data diri di pengaturan akun, ribet banget padahal udh sampe download Astra sama isaku buat pembayaran.. lebih keren KAI access sayangnya naik MRT gabisa pake KAI access 😭","tidak bisa mendaftar.. tidak bisa melengkapi data diri di pengaturan akun, ribet banget padahal udh sampe download astra sama isaku buat pembayaran.. lebih keren kai access sayangnya naik mrt gabisa pake kai access 😭",tidak bisa mendaftar tidak bisa melengkapi data diri  pengaturan akun ribet banget padahal  sampe download astra sama isaku buat pembayaran lebih keren  access sayangnya naik  gabisa pake  access
1,"Gangguan kok pagi pagi di saat orang buru buru dan sedang sibuk..ga bisa malam ya gangguannya.. Kasih dong notifikasi,seperti sms blast atau WA blast biar pengguna MRT tau klo mau gangguan..nyusahin Lama2 kagak laku ni MRT","gangguan kok pagi pagi di saat orang buru buru dan sedang sibuk..ga bisa malam ya gangguannya.. kasih dong notifikasi,seperti sms blast atau wa blast biar pengguna mrt tau klo mau gangguan..nyusahin lama2 kagak laku ni mrt",gangguan  pagi pagi  saat orang buru buru  sedang sibukga bisa malam  gangguannya kasih dong notifikasiseperti  blast atau  blast biar pengguna     gangguannyusahin lama kagak laku  
1,"Uninstal dulu, point saya yg di app terdahulu sudah 171 point. Di tanya bisa buat apa, gak ada jawaban di ig mrt Jakarta. Pas instal yg baru, point jadi nol & dianggap pengguna tamu mulu. Tulisan kecil kolom berita & berbayang, gak ke baca.","uninstal dulu, point saya yg di app terdahulu sudah 171 point. di tanya bisa buat apa, gak ada jawaban di ig mrt jakarta. pas instal yg baru, point jadi nol & dianggap pengguna tamu mulu. tulisan kecil kolom berita & berbayang, gak ke baca.",uninstal dulu point saya    terdahulu sudah point  tanya bisa buat    jawaban    jakarta  instal  baru point jadi  dianggap pengguna tamu mulu tulisan kecil kolom berita berbayang   baca
1,"Banyak bug nya apa gimana sih, keyboard gabisa muncul, ngeklik ga jalan"" , padahal sinyal bagus, gajelas","banyak bug nya apa gimana sih, keyboard gabisa muncul, ngeklik ga jalan"" , padahal sinyal bagus, gajelas",banyak    gimana  keyboard gabisa muncul ngeklik  jalan padahal sinyal bagus gajelas
1,"Payah makin lama opsi pembayaran semakin sedikit, saya dari awalnya link aja, kemudian link aja tidak ada kemudian saya harus pindah ke gopay, sekarang gopay juga tidak ada, mohon di tingkatkan.","payah makin lama opsi pembayaran semakin sedikit, saya dari awalnya link aja, kemudian link aja tidak ada kemudian saya harus pindah ke gopay, sekarang gopay juga tidak ada, mohon di tingkatkan.",payah makin lama opsi pembayaran semakin sedikit saya dari awalnya link  kemudian link  tidak  kemudian saya harus pindah  gopay sekarang gopay juga tidak  mohon  tingkatkan
1,"Pada saat pengriman otp tidak bisa, ga ada sms sama sekaliii, tolong benerin lagi tim develope nya.","pada saat pengriman otp tidak bisa, ga ada sms sama sekaliii, tolong benerin lagi tim develope nya.",pada saat pengriman  tidak bisa    sama sekaliii tolong benerin lagi tim develope 
1,Gak ada masalah sebenarnya di aplikasi. Cuma kebijakan menghilangkan metode pembayaran gopay/ovo/dana per 1 juli itu kebijakan manajemen MRT paling BODOH. Gak sekalian balik ke jaman purbakala?,gak ada masalah sebenarnya di aplikasi. cuma kebijakan menghilangkan metode pembayaran gopay/ovo/dana per 1 juli itu kebijakan manajemen mrt paling bodoh. gak sekalian balik ke jaman purbakala?,  masalah sebenarnya  aplikasi cuma kebijakan menghilangkan metode pembayaran gopayovodana  juli  kebijakan manajemen  paling bodoh  sekalian balik  jaman purbakala
1,Aplikasi nya lelet banget,aplikasi nya lelet banget,aplikasi  lelet banget
1,"Ngak jelas aplikasinya. Udah install, terus pas mau buat akun kode yg katanya di kirim ke no Hp ngak masuk2. Udah sampai install dan uninstall aplikasi ini 3x, tapi tetap ngak bisa buat akun.","ngak jelas aplikasinya. udah install, terus pas mau buat akun kode yg katanya di kirim ke no hp ngak masuk2. udah sampai install dan uninstall aplikasi ini 3x, tapi tetap ngak bisa buat akun.",ngak jelas aplikasinya udah install terus   buat akun kode  katanya  kirim    ngak masuk udah sampai install  uninstall aplikasi   tapi tetap ngak bisa buat akun
1,"Aplikasinya payah, tidak membantu banget. Udah masukin data bener tetep j g mau.... Proses verifikasi juga ga detil, kenapa sih mesti ke sms g ke email j.","aplikasinya payah, tidak membantu banget. udah masukin data bener tetep j g mau.... proses verifikasi juga ga detil, kenapa sih mesti ke sms g ke email j.",aplikasinya payah tidak membantu banget udah masukin data bener tetep    proses verifikasi juga  detil kenapa  mesti     email 
1,Nggak bisa daftar upload id,nggak bisa daftar upload id,nggak bisa daftar upload 
1,"Parah pembayaran ewallet dikurangin,lama2 jadi mempersulit penumpang,mending bawa kendaraan pribadi aja daripada naik tranportasi umum tapi malah dipersulit","parah pembayaran ewallet dikurangin,lama2 jadi mempersulit penumpang,mending bawa kendaraan pribadi aja daripada naik tranportasi umum tapi malah dipersulit",parah pembayaran ewallet dikuranginlama jadi mempersulit penumpangmending bawa kendaraan pribadi  daripada naik tranportasi umum tapi malah dipersulit
1,"Tidak berguna nih aplikasi, beli tiket mau pembayaran ga bisa terus","tidak berguna nih aplikasi, beli tiket mau pembayaran ga bisa terus",tidak berguna  aplikasi beli tiket  pembayaran  bisa terus
1,"Gajelas dah baru di unduh tapi gabisa kebuka. Setiap mo dibuka ke back mulu. Lagian knp hrs beli tiket kaya gini si, bagus bagus di loket aja. Mempersulit ajee, mohon perbaiki","gajelas dah baru di unduh tapi gabisa kebuka. setiap mo dibuka ke back mulu. lagian knp hrs beli tiket kaya gini si, bagus bagus di loket aja. mempersulit ajee, mohon perbaiki",gajelas  baru  unduh tapi gabisa kebuka setiap  dibuka  back mulu lagian   beli tiket kaya gini  bagus bagus  loket  mempersulit ajee mohon perbaiki
1,Setelah update malah metode pembayaran nya cuma 2 opsi ewallet dan 1 bank.. Mana g umum tuh ewallet nya.. Ayolah tambahin.. Malah males naik mrt,setelah update malah metode pembayaran nya cuma 2 opsi ewallet dan 1 bank.. mana g umum tuh ewallet nya.. ayolah tambahin.. malah males naik mrt,setelah update malah metode pembayaran  cuma opsi ewallet  bank mana  umum  ewallet  ayolah tambahin malah males naik 
1,"Min kok g bs buka aplikasi, katanya terdeteksi menggunakan opsi pengembang, hrs di matikan dl. Gmn cara matiin opsi pengembang min? Terima kasih kl mau jawab","min kok g bs buka aplikasi, katanya terdeteksi menggunakan opsi pengembang, hrs di matikan dl. gmn cara matiin opsi pengembang min? terima kasih kl mau jawab",    buka aplikasi katanya terdeteksi menggunakan opsi pengembang   matikan   cara matiin opsi pengembang  terima kasih   jawab
1,"tujuan adanya mrt agar masyarakat beralih ke trasnportasi umum tapi untuk akses pembayaranya ga kayak dulu, klo dulu pembeliat tiket bisa melalui ovo dn gopay tapi skrng hanya berlaku i saku dan astrapay. tolong pihak mrt dibaca kenapa saya menyarankan pembayaran via e wallet seperti ovo atau gopay dan dana karena masyarakat banyak transaksi melalukan e wallet tersebut bukan e wallet seperti i saku dan astrapay","tujuan adanya mrt agar masyarakat beralih ke trasnportasi umum tapi untuk akses pembayaranya ga kayak dulu, klo dulu pembeliat tiket bisa melalui ovo dn gopay tapi skrng hanya berlaku i saku dan astrapay. tolong pihak mrt dibaca kenapa saya menyarankan pembayaran via e wallet seperti ovo atau gopay dan dana karena masyarakat banyak transaksi melalukan e wallet tersebut bukan e wallet seperti i saku dan astrapay",tujuan adanya  agar masyarakat beralih  trasnportasi umum tapi untuk akses pembayaranya  kayak dulu  dulu pembeliat tiket bisa melalui   gopay tapi skrng hanya berlaku  saku  astrapay tolong pihak  dibaca kenapa saya menyarankan pembayaran   wallet seperti  atau gopay  dana karena masyarakat banyak transaksi melalukan  wallet tersebut bukan  wallet seperti  saku  astrapay
1,Beli 1 tiket keluarnya 2 tiket di tujuan yang sama. saldo gopay kepotong 2x. Habis di update aplikasi nge blank ga bisa di buka.,beli 1 tiket keluarnya 2 tiket di tujuan yang sama. saldo gopay kepotong 2x. habis di update aplikasi nge blank ga bisa di buka.,beli tiket keluarnya tiket  tujuan yang sama saldo gopay kepotong  habis  update aplikasi  blank  bisa  buka
1,Uninstal app laah.. Download app kan agar mudah melakukan pembayaran pake gopay / ovo eeh malah di hapus metode pembayarannya. Bye bye,uninstal app laah.. download app kan agar mudah melakukan pembayaran pake gopay / ovo eeh malah di hapus metode pembayarannya. bye bye,uninstal  laah download   agar mudah melakukan pembayaran pake gopay   malah  hapus metode pembayarannya  
1,"saat saya klik login, kok langsung login ya? tanpa ada username dan password. apakah aman dan jika ingin cek saldo atau isi ulang jadi tidak tahun ke akun/kartu siapa yang akan masuk? mohon revisi mas. jika memang hanya untuk informasi layaknya mobile apps lainnya yg sejenis untuk halaman depan tak perlu lagi ada button login.","saat saya klik login, kok langsung login ya? tanpa ada username dan password. apakah aman dan jika ingin cek saldo atau isi ulang jadi tidak tahun ke akun/kartu siapa yang akan masuk? mohon revisi mas. jika memang hanya untuk informasi layaknya mobile apps lainnya yg sejenis untuk halaman depan tak perlu lagi ada button login.",saat saya klik login  langsung login  tanpa  username  password apakah aman  jika ingin  saldo atau  ulang jadi tidak tahun  akunkartu siapa yang akan masuk mohon revisi  jika memang hanya untuk informasi layaknya mobile apps lainnya  sejenis untuk halaman depan  perlu lagi  button login
1,"Saya baru tau bisa beli tiket via aplikasi sewaktu selesai pembayaran beli tiket. Gimana sih petugasnya. Petugas gak ngasih info kalau bisa beli tiket pakai aplikasi, jadinya terpaksa beli kartu baru karena gak bawa kartu ATM buat topup (karena kartu bukan kartu multitrip MRT, harus debit). Padahal juga abis itu kartu gak kepake..","saya baru tau bisa beli tiket via aplikasi sewaktu selesai pembayaran beli tiket. gimana sih petugasnya. petugas gak ngasih info kalau bisa beli tiket pakai aplikasi, jadinya terpaksa beli kartu baru karena gak bawa kartu atm buat topup (karena kartu bukan kartu multitrip mrt, harus debit). padahal juga abis itu kartu gak kepake..",saya baru  bisa beli tiket  aplikasi sewaktu selesai pembayaran beli tiket gimana  petugasnya petugas  ngasih info kalau bisa beli tiket pakai aplikasi jadinya terpaksa beli kartu baru karena  bawa kartu  buat topup karena kartu bukan kartu multitrip  harus debit padahal juga abis  kartu  kepake
1,"udah sampe 10× lebih daftar di apk ini tapi gabisa2 entah kenapa selalu failed daftarnya, tapi giliran pakai data ibu saya lgsg bisa ini kenapa ya tolong di tingkatkan lg","udah sampe 10× lebih daftar di apk ini tapi gabisa2 entah kenapa selalu failed daftarnya, tapi giliran pakai data ibu saya lgsg bisa ini kenapa ya tolong di tingkatkan lg",udah sampe lebih daftar    tapi gabisa entah kenapa selalu failed daftarnya tapi giliran pakai data  saya lgsg bisa  kenapa  tolong  tingkatkan 
1,"Sudah gabisa pake dana lagi dibuat untuk memudahkan, tetapi sekarang malah makin menyulitkan, tolong adakan lagi metode pembayaran E-wallet lainnya","sudah gabisa pake dana lagi dibuat untuk memudahkan, tetapi sekarang malah makin menyulitkan, tolong adakan lagi metode pembayaran e-wallet lainnya",sudah gabisa pake dana lagi dibuat untuk memudahkan tetapi sekarang malah makin menyulitkan tolong adakan lagi metode pembayaran ewallet lainnya
1,"Kalau misalkan aplikasi tidak dipakai, lebih baik di nonaktifkan saja di playstore. Menyusahkan saja. Tidak ada pemberitahuan juga","kalau misalkan aplikasi tidak dipakai, lebih baik di nonaktifkan saja di playstore. menyusahkan saja. tidak ada pemberitahuan juga",kalau misalkan aplikasi tidak dipakai lebih baik  nonaktifkan saja  playstore menyusahkan saja tidak  pemberitahuan juga
1,"Sampah... habis update malah gag bisa liat jadwal dan mau beli tiket gag bisa, jam sibuk malah error... IT MRT-J DUMB ASS...!!!!","sampah... habis update malah gag bisa liat jadwal dan mau beli tiket gag bisa, jam sibuk malah error... it mrt-j dumb ass...!!!!",sampah habis update malah  bisa liat jadwal   beli tiket  bisa  sibuk malah error  mrtj dumb 
1,"Ini saya regis yang manual gak dikirim2 kodenya terus coba login Gmail gak bisa juga tolong segera diperbaiki ya sistem nya, terima kasih.","ini saya regis yang manual gak dikirim2 kodenya terus coba login gmail gak bisa juga tolong segera diperbaiki ya sistem nya, terima kasih.", saya regis yang manual  dikirim kodenya terus coba login gmail  bisa juga tolong segera diperbaiki  sistem  terima kasih
1,Tadinya aplikasi ini membantu saya banget tp sekarang menyusahkan saya login berkali kali gabisa reset pin sudah coba login lagi gabisa tolong lah MRT gmn nih parah,tadinya aplikasi ini membantu saya banget tp sekarang menyusahkan saya login berkali kali gabisa reset pin sudah coba login lagi gabisa tolong lah mrt gmn nih parah,tadinya aplikasi  membantu saya banget  sekarang menyusahkan saya login berkali kali gabisa reset  sudah coba login lagi gabisa tolong     parah
1,"Pernah daftar,trus aplikasi kehapus,download ulang pas mau login masa gak bisa,masa harus ganti no hp dan email...bijimana neh","pernah daftar,trus aplikasi kehapus,download ulang pas mau login masa gak bisa,masa harus ganti no hp dan email...bijimana neh",pernah daftartrus aplikasi kehapusdownload ulang   login masa  bisamasa harus ganti    emailbijimana 
1,"Terakhir, Baru sebulan yg lalu pakai MRT app, masih ada dana, gopay dll, eh sekarang sudah tidak ada. Ya sudah uninstall.","terakhir, baru sebulan yg lalu pakai mrt app, masih ada dana, gopay dll, eh sekarang sudah tidak ada. ya sudah uninstall.",terakhir baru sebulan  lalu pakai   masih  dana gopay   sekarang sudah tidak   sudah uninstall
1,Ini aplikasi kok ga bisa buat akun ya.. isi email dan nomor telepon yg benar kok gagal buat akun sih,ini aplikasi kok ga bisa buat akun ya.. isi email dan nomor telepon yg benar kok gagal buat akun sih, aplikasi   bisa buat akun   email  nomor telepon  benar  gagal buat akun 
