score,content,case folding,remove punctuation,tokenizing,stopword,normalized
5,terimakasih ke kemenhub untuk aplikasi nya sgt membantu saya saat berpergian ke kota lain,terimakasih ke kemenhub untuk aplikasi nya sgt membantu saya saat berpergian ke kota lain,terimakasih  kemenhub untuk aplikasi   membantu saya saat berpergian  kota lain,"['terimakasih', 'kemenhub', 'untuk', 'aplikasi', 'membantu', 'saya', 'saat', 'berpergian', 'kota', 'lain']","['terimakasih', 'kemenhub', 'aplikasi', 'membantu', 'berpergian', 'kota']","['terima', 'kasih', 'kemenhub', 'aplikasi', 'membantu', 'berpergian', 'kota']"
5,membantu banget untuk liat posisi armada,membantu banget untuk liat posisi armada,membantu banget untuk liat posisi armada,"['membantu', 'banget', 'untuk', 'liat', 'posisi', 'armada']","['membantu', 'banget', 'liat', 'posisi', 'armada']","['membantu', 'sekali', 'lihat', 'posisi', 'armada']"
5,"sangat membantu untuk pertama kali naik biskita Bekasi, jadi ga kesasar hahha","sangat membantu untuk pertama kali naik biskita bekasi, jadi ga kesasar hahha",sangat membantu untuk pertama kali naik biskita bekasi jadi  kesasar hahha,"['sangat', 'membantu', 'untuk', 'pertama', 'kali', 'naik', 'biskita', 'bekasi', 'jadi', 'kesasar', 'hahha']","['membantu', 'kali', 'biskita', 'bekasi', 'kesasar', 'hahha']","['membantu', 'terkadang', 'biskita', 'bekasi', 'kesasar', 'hahha']"
5,"Aplikasi mudik Gratis sangat membantu, mitra darat best banget","aplikasi mudik gratis sangat membantu, mitra darat best banget",aplikasi mudik gratis sangat membantu mitra darat best banget,"['aplikasi', 'mudik', 'gratis', 'sangat', 'membantu', 'mitra', 'darat', 'best', 'banget']","['aplikasi', 'mudik', 'gratis', 'membantu', 'mitra', 'darat', 'best', 'banget']","['aplikasi', 'pulang', 'kampung', 'gratis', 'membantu', 'mitra', 'darat', 'best', 'sekali']"
5,Terimakasih sangat membantu buat mudik gratis nya. Semoga berkah. Sukses dan sehat selalu. Aamiiin 😊,terimakasih sangat membantu buat mudik gratis nya. semoga berkah. sukses dan sehat selalu. aamiiin 😊,terimakasih sangat membantu buat mudik gratis  semoga berkah sukses  sehat selalu aamiiin,"['terimakasih', 'sangat', 'membantu', 'buat', 'mudik', 'gratis', 'semoga', 'berkah', 'sukses', 'sehat', 'selalu', 'aamiiin']","['terimakasih', 'membantu', 'mudik', 'gratis', 'semoga', 'berkah', 'sukses', 'sehat', 'aamiiin']","['terima', 'kasih', 'membantu', 'pulang', 'kampung', 'gratis', 'semoga', 'berkah', 'sukses', 'sehat', 'aamiiin']"
5,Aplikasi untuk informasi perjalanan dan ada event Mudik Gratis tiap tahun,aplikasi untuk informasi perjalanan dan ada event mudik gratis tiap tahun,aplikasi untuk informasi perjalanan   event mudik gratis tiap tahun,"['aplikasi', 'untuk', 'informasi', 'perjalanan', 'event', 'mudik', 'gratis', 'tiap', 'tahun']","['aplikasi', 'informasi', 'perjalanan', 'event', 'mudik', 'gratis']","['aplikasi', 'informasi', 'perjalanan', 'event', 'pulang', 'kampung', 'gratis']"
5,"Sangat membantu, dan bisa menjadi lebih baik lagi 💯💯💯","sangat membantu, dan bisa menjadi lebih baik lagi 💯💯💯",sangat membantu  bisa menjadi lebih baik lagi,"['sangat', 'membantu', 'bisa', 'menjadi', 'lebih', 'baik', 'lagi']",['membantu'],['membantu']
5,Mitra darat acuan untuk naik angkutan publik yang sangat membantu,mitra darat acuan untuk naik angkutan publik yang sangat membantu,mitra darat acuan untuk naik angkutan publik yang sangat membantu,"['mitra', 'darat', 'acuan', 'untuk', 'naik', 'angkutan', 'publik', 'yang', 'sangat', 'membantu']","['mitra', 'darat', 'acuan', 'angkutan', 'publik', 'membantu']","['mitra', 'darat', 'acuan', 'angkutan', 'publik', 'membantu']"
5,"Aplikasi nya sudah bagus, dan sangat bermanfaat","aplikasi nya sudah bagus, dan sangat bermanfaat",aplikasi  sudah bagus  sangat bermanfaat,"['aplikasi', 'sudah', 'bagus', 'sangat', 'bermanfaat']","['aplikasi', 'bagus', 'bermanfaat']","['aplikasi', 'bagus', 'bermanfaat']"
5,"Aplikasi yang bagus karena bisa tracking bus secara live, dan saya berharap akan lebih bagus lagi bila ada widget yg memudahkan untuk melihat kedatangan jadwal bus dari halte favorit kita","aplikasi yang bagus karena bisa tracking bus secara live, dan saya berharap akan lebih bagus lagi bila ada widget yg memudahkan untuk melihat kedatangan jadwal bus dari halte favorit kita",aplikasi yang bagus karena bisa tracking  secara live  saya berharap akan lebih bagus lagi bila  widget  memudahkan untuk melihat kedatangan jadwal  dari halte favorit kita,"['aplikasi', 'yang', 'bagus', 'karena', 'bisa', 'tracking', 'secara', 'live', 'saya', 'berharap', 'akan', 'lebih', 'bagus', 'lagi', 'bila', 'widget', 'memudahkan', 'untuk', 'melihat', 'kedatangan', 'jadwal', 'dari', 'halte', 'favorit', 'kita']","['aplikasi', 'bagus', 'tracking', 'live', 'berharap', 'bagus', 'widget', 'memudahkan', 'kedatangan', 'jadwal', 'halte', 'favorit']","['aplikasi', 'bagus', 'tracking', 'live', 'berharap', 'bagus', 'widget', 'memudahkan', 'kedatangan', 'jadwal', 'halte', 'favorit']"
5,untuk rute Biskita Trans wibawa mukti semoga bisa segera di trucking via app mitra darat.,untuk rute biskita trans wibawa mukti semoga bisa segera di trucking via app mitra darat.,untuk rute biskita trans wibawa mukti semoga bisa segera  trucking   mitra darat,"['untuk', 'rute', 'biskita', 'trans', 'wibawa', 'mukti', 'semoga', 'bisa', 'segera', 'trucking', 'mitra', 'darat']","['rute', 'biskita', 'trans', 'wibawa', 'mukti', 'semoga', 'trucking', 'mitra', 'darat']","['rute', 'biskita', 'trans', 'wibawa', 'mukti', 'semoga', 'trucking', 'mitra', 'darat']"
5,Supaya lebih fungsional coba bisa dipakai sebagai pesan tiket dan informasi realtime kedatangan dan keberangkatan bus.,supaya lebih fungsional coba bisa dipakai sebagai pesan tiket dan informasi realtime kedatangan dan keberangkatan bus.,supaya lebih fungsional coba bisa dipakai sebagai pesan tiket  informasi realtime kedatangan  keberangkatan ,"['supaya', 'lebih', 'fungsional', 'coba', 'bisa', 'dipakai', 'sebagai', 'pesan', 'tiket', 'informasi', 'realtime', 'kedatangan', 'keberangkatan']","['fungsional', 'coba', 'dipakai', 'pesan', 'tiket', 'informasi', 'realtime', 'kedatangan', 'keberangkatan']","['fungsional', 'coba', 'dipakai', 'pesan', 'tiket', 'informasi', 'realtime', 'kedatangan', 'keberangkatan']"
5,"sayang sekali untuk bis sebagai transportasi massal tapi di hilangkan beberapa koridor dimakassar disisahkan cuma satu koridor, sangat disayang kan.","sayang sekali untuk bis sebagai transportasi massal tapi di hilangkan beberapa koridor dimakassar disisahkan cuma satu koridor, sangat disayang kan.",sayang sekali untuk  sebagai transportasi massal tapi  hilangkan beberapa koridor dimakassar disisahkan cuma satu koridor sangat disayang ,"['sayang', 'sekali', 'untuk', 'sebagai', 'transportasi', 'massal', 'tapi', 'hilangkan', 'beberapa', 'koridor', 'dimakassar', 'disisahkan', 'cuma', 'satu', 'koridor', 'sangat', 'disayang']","['sayang', 'transportasi', 'massal', 'hilangkan', 'koridor', 'dimakassar', 'disisahkan', 'koridor', 'disayang']","['sayang', 'transportasi', 'massal', 'hilangkan', 'koridor', 'dimakassar', 'disisahkan', 'koridor', 'disayang']"
5,"Sangat membantu, terima kasih semoga di pertahankan kualitasnya.","sangat membantu, terima kasih semoga di pertahankan kualitasnya.",sangat membantu terima kasih semoga  pertahankan kualitasnya,"['sangat', 'membantu', 'terima', 'kasih', 'semoga', 'pertahankan', 'kualitasnya']","['membantu', 'terima', 'kasih', 'semoga', 'pertahankan', 'kualitasnya']","['membantu', 'terima', 'kasih', 'semoga', 'pertahankan', 'kualitasnya']"
5,"teruslah memberikan kontribusi untuk masyarakat luas, sangat membantu pengetahuan fasilitas umum","teruslah memberikan kontribusi untuk masyarakat luas, sangat membantu pengetahuan fasilitas umum",teruslah memberikan kontribusi untuk masyarakat luas sangat membantu pengetahuan fasilitas umum,"['teruslah', 'memberikan', 'kontribusi', 'untuk', 'masyarakat', 'luas', 'sangat', 'membantu', 'pengetahuan', 'fasilitas', 'umum']","['teruslah', 'kontribusi', 'masyarakat', 'luas', 'membantu', 'pengetahuan', 'fasilitas']","['teruslah', 'kontribusi', 'masyarakat', 'luas', 'membantu', 'pengetahuan', 'fasilitas']"
5,Seru hunting tiket mudik gratis walaupun belum berhasil dapat.. besok coba lagi pantang menyerah,seru hunting tiket mudik gratis walaupun belum berhasil dapat.. besok coba lagi pantang menyerah,seru hunting tiket mudik gratis walaupun belum berhasil dapat besok coba lagi pantang menyerah,"['seru', 'hunting', 'tiket', 'mudik', 'gratis', 'walaupun', 'belum', 'berhasil', 'dapat', 'besok', 'coba', 'lagi', 'pantang', 'menyerah']","['seru', 'hunting', 'tiket', 'mudik', 'gratis', 'berhasil', 'besok', 'coba', 'pantang', 'menyerah']","['seru', 'berburu', 'tiket', 'pulang', 'kampung', 'gratis', 'berhasil', 'besok', 'coba', 'pantang', 'menyerah']"
5,mantaaap jadi bisa liat posisi bis sesuai tujuam kita .terima kasih,mantaaap jadi bisa liat posisi bis sesuai tujuam kita .terima kasih,mantaaap jadi bisa liat posisi  sesuai tujuam kita terima kasih,"['mantaaap', 'jadi', 'bisa', 'liat', 'posisi', 'sesuai', 'tujuam', 'kita', 'terima', 'kasih']","['mantaaap', 'liat', 'posisi', 'sesuai', 'tujuam', 'terima', 'kasih']","['mantaaap', 'lihat', 'posisi', 'sesuai', 'tujuam', 'terima', 'kasih']"
5,Saya sdh coba daftar tpi blm ada tiket yg ready Besok mudah2an dpt tiket gratisnya,saya sdh coba daftar tpi blm ada tiket yg ready besok mudah2an dpt tiket gratisnya,saya  coba daftar    tiket  ready besok mudahan  tiket gratisnya,"['saya', 'coba', 'daftar', 'tiket', 'ready', 'besok', 'mudahan', 'tiket', 'gratisnya']","['coba', 'daftar', 'tiket', 'ready', 'besok', 'mudahan', 'tiket', 'gratisnya']","['coba', 'daftar', 'tiket', 'ready', 'besok', 'mudahan', 'tiket', 'gratisnya']"
5,Sgt sgt luar biasa pelayanannya sopan ramah keren,sgt sgt luar biasa pelayanannya sopan ramah keren,  luar biasa pelayanannya sopan ramah keren,"['luar', 'biasa', 'pelayanannya', 'sopan', 'ramah', 'keren']","['pelayanannya', 'sopan', 'ramah', 'keren']","['pelayanannya', 'sopan', 'ramah', 'keren']"
5,Sangat membantu saat cek mobil dan mudik gratis,sangat membantu saat cek mobil dan mudik gratis,sangat membantu saat  mobil  mudik gratis,"['sangat', 'membantu', 'saat', 'mobil', 'mudik', 'gratis']","['membantu', 'mobil', 'mudik', 'gratis']","['membantu', 'mobil', 'pulang', 'kampung', 'gratis']"
5,"Alkhamdulillah sudah menunggu sekian lamatp blm bisa juga , tp tetep aku kasih bintang lima karna aku menghargai pemerintahdalam berupaya membantu meringankan beban rakyat kecil di program mudikgratis ini , semoga bermanfaat bagi yg sudah bisa","alkhamdulillah sudah menunggu sekian lamatp blm bisa juga , tp tetep aku kasih bintang lima karna aku menghargai pemerintahdalam berupaya membantu meringankan beban rakyat kecil di program mudikgratis ini , semoga bermanfaat bagi yg sudah bisa",alkhamdulillah sudah menunggu sekian lamatp  bisa juga  tetep  kasih bintang lima karna  menghargai pemerintahdalam berupaya membantu meringankan beban rakyat kecil  program mudikgratis  semoga bermanfaat bagi  sudah bisa,"['alkhamdulillah', 'sudah', 'menunggu', 'sekian', 'lamatp', 'bisa', 'juga', 'tetep', 'kasih', 'bintang', 'lima', 'karna', 'menghargai', 'pemerintahdalam', 'berupaya', 'membantu', 'meringankan', 'beban', 'rakyat', 'kecil', 'program', 'mudikgratis', 'semoga', 'bermanfaat', 'bagi', 'sudah', 'bisa']","['alkhamdulillah', 'menunggu', 'sekian', 'lamatp', 'tetep', 'kasih', 'bintang', 'karna', 'menghargai', 'pemerintahdalam', 'berupaya', 'membantu', 'meringankan', 'beban', 'rakyat', 'program', 'mudikgratis', 'semoga', 'bermanfaat']","['alkhamdulillah', 'menunggu', 'sekian', 'lamatp', 'tetap', 'kasih', 'bintang', 'karena', 'menghargai', 'pemerintahdalam', 'berupaya', 'membantu', 'meringankan', 'beban', 'rakyat', 'program', 'mudikgratis', 'semoga', 'bermanfaat']"
5,sangat berguna untuk jalan2 naik transportasi umum,sangat berguna untuk jalan2 naik transportasi umum,sangat berguna untuk jalan naik transportasi umum,"['sangat', 'berguna', 'untuk', 'jalan', 'naik', 'transportasi', 'umum']","['berguna', 'jalan', 'transportasi']","['berguna', 'beroperasi', 'transportasi']"
5,"Baru liat aplikasi ini, he he he ini aja karena mau daftar mudik gratis, semoga dapat informasi2 penting lain ny disini","baru liat aplikasi ini, he he he ini aja karena mau daftar mudik gratis, semoga dapat informasi2 penting lain ny disini",baru liat aplikasi       karena  daftar mudik gratis semoga dapat informasi penting lain  disini,"['baru', 'liat', 'aplikasi', 'karena', 'daftar', 'mudik', 'gratis', 'semoga', 'dapat', 'informasi', 'penting', 'lain', 'disini']","['liat', 'aplikasi', 'daftar', 'mudik', 'gratis', 'semoga', 'informasi']","['lihat', 'aplikasi', 'daftar', 'pulang', 'kampung', 'gratis', 'semoga', 'informasi']"
5,Sangat membantu di perjalanan,sangat membantu di perjalanan,sangat membantu  perjalanan,"['sangat', 'membantu', 'perjalanan']","['membantu', 'perjalanan']","['membantu', 'perjalanan']"
5,Saya sangat sedih bis Makassar kegalesong dihentikan.padahal sangat membatu bila kita ingin kota.terim kasih sopir-sopirnya sangat baik dan ramah bis mamminasata,saya sangat sedih bis makassar kegalesong dihentikan.padahal sangat membatu bila kita ingin kota.terim kasih sopir-sopirnya sangat baik dan ramah bis mamminasata,saya sangat sedih  makassar kegalesong dihentikanpadahal sangat membatu bila kita ingin kotaterim kasih sopirsopirnya sangat baik  ramah  mamminasata,"['saya', 'sangat', 'sedih', 'makassar', 'kegalesong', 'dihentikanpadahal', 'sangat', 'membatu', 'bila', 'kita', 'ingin', 'kotaterim', 'kasih', 'sopirsopirnya', 'sangat', 'baik', 'ramah', 'mamminasata']","['sedih', 'makassar', 'kegalesong', 'dihentikanpadahal', 'membatu', 'kotaterim', 'kasih', 'sopirsopirnya', 'ramah', 'mamminasata']","['sedih', 'makassar', 'kegalesong', 'dihentikanpadahal', 'membatu', 'kotaterim', 'kasih', 'sopirsopirnya', 'ramah', 'mamminasata']"
5,aplikasinya bagus bisa memudahkan mencari jurusan ataupun rute bus yang di inginkan.,aplikasinya bagus bisa memudahkan mencari jurusan ataupun rute bus yang di inginkan.,aplikasinya bagus bisa memudahkan mencari jurusan ataupun rute  yang  inginkan,"['aplikasinya', 'bagus', 'bisa', 'memudahkan', 'mencari', 'jurusan', 'ataupun', 'rute', 'yang', 'inginkan']","['aplikasinya', 'bagus', 'memudahkan', 'mencari', 'jurusan', 'rute']","['aplikasi', 'nya', 'bagus', 'memudahkan', 'mencari', 'jurusan', 'rute']"
5,"Saya login kemarin gak bisa,, failed terus,, hari ini login tp tidak dimintai nomor telpon?? Jd kayak versi sebelumnya?? Cara daftar mudik gratisnya gimana??","saya login kemarin gak bisa,, failed terus,, hari ini login tp tidak dimintai nomor telpon?? jd kayak versi sebelumnya?? cara daftar mudik gratisnya gimana??",saya login kemarin  bisa failed terus hari  login  tidak dimintai nomor telpon  kayak versi sebelumnya cara daftar mudik gratisnya gimana,"['saya', 'login', 'kemarin', 'bisa', 'failed', 'terus', 'hari', 'login', 'tidak', 'dimintai', 'nomor', 'telpon', 'kayak', 'versi', 'sebelumnya', 'cara', 'daftar', 'mudik', 'gratisnya', 'gimana']","['login', 'kemarin', 'failed', 'login', 'nomor', 'telpon', 'kayak', 'versi', 'daftar', 'mudik', 'gratisnya', 'gimana']","['masuk', 'aplikasi', 'kemarin', 'gagal', 'masuk', 'aplikasi', 'nomor', 'telpon', 'seperti', 'versi', 'daftar', 'pulang', 'kampung', 'gratisnya', 'bagaimana']"
5,"sayaa pengguna batik solo trans merasa terbantu dengan aplikasi mitra darat ini, jadi lebih bisa prepare kalau mau naik bus💅","sayaa pengguna batik solo trans merasa terbantu dengan aplikasi mitra darat ini, jadi lebih bisa prepare kalau mau naik bus💅",sayaa pengguna batik solo trans merasa terbantu dengan aplikasi mitra darat  jadi lebih bisa prepare kalau  naik ,"['sayaa', 'pengguna', 'batik', 'solo', 'trans', 'merasa', 'terbantu', 'dengan', 'aplikasi', 'mitra', 'darat', 'jadi', 'lebih', 'bisa', 'prepare', 'kalau', 'naik']","['sayaa', 'pengguna', 'batik', 'solo', 'trans', 'terbantu', 'aplikasi', 'mitra', 'darat', 'prepare']","['sayaa', 'pengguna', 'batik', 'solo', 'trans', 'terbantu', 'aplikasi', 'mitra', 'darat', 'prepare']"
5,sangat bagus. terima kasih setiap tahun mengadakan mudik gratis. tapi saya sampai saat ini belum bisa menikmati mudik gratis setiap daftar melalui mitra darat selalu tiket habis. apa benar tiket sudah habis.,sangat bagus. terima kasih setiap tahun mengadakan mudik gratis. tapi saya sampai saat ini belum bisa menikmati mudik gratis setiap daftar melalui mitra darat selalu tiket habis. apa benar tiket sudah habis.,sangat bagus terima kasih setiap tahun mengadakan mudik gratis tapi saya sampai saat  belum bisa menikmati mudik gratis setiap daftar melalui mitra darat selalu tiket habis  benar tiket sudah habis,"['sangat', 'bagus', 'terima', 'kasih', 'setiap', 'tahun', 'mengadakan', 'mudik', 'gratis', 'tapi', 'saya', 'sampai', 'saat', 'belum', 'bisa', 'menikmati', 'mudik', 'gratis', 'setiap', 'daftar', 'melalui', 'mitra', 'darat', 'selalu', 'tiket', 'habis', 'benar', 'tiket', 'sudah', 'habis']","['bagus', 'terima', 'kasih', 'mengadakan', 'mudik', 'gratis', 'menikmati', 'mudik', 'gratis', 'daftar', 'mitra', 'darat', 'tiket', 'habis', 'tiket', 'habis']","['bagus', 'terima', 'kasih', 'mengadakan', 'pulang', 'kampung', 'gratis', 'menikmati', 'pulang', 'kampung', 'gratis', 'daftar', 'mitra', 'darat', 'tiket', 'habis', 'tiket', 'habis']"
5,Mantap.. Pelayanan memuaskan...👍 Semoga bisa ditambah lagi buat kuota arus baliknya.. Trutama yang dari pekalongan ke jakarta belum ada.,mantap.. pelayanan memuaskan...👍 semoga bisa ditambah lagi buat kuota arus baliknya.. trutama yang dari pekalongan ke jakarta belum ada.,mantap pelayanan memuaskan semoga bisa ditambah lagi buat kuota arus baliknya trutama yang dari pekalongan  jakarta belum ,"['mantap', 'pelayanan', 'memuaskan', 'semoga', 'bisa', 'ditambah', 'lagi', 'buat', 'kuota', 'arus', 'baliknya', 'trutama', 'yang', 'dari', 'pekalongan', 'jakarta', 'belum']","['mantap', 'pelayanan', 'memuaskan', 'semoga', 'ditambah', 'kuota', 'arus', 'baliknya', 'trutama', 'pekalongan', 'jakarta']","['bagus', 'pelayanan', 'memuaskan', 'semoga', 'dilengkapi', 'paket', 'data', 'arus', 'baliknya', 'terutama', 'pekalongan', 'jakarta']"
5,"Aplikasi transportasi yang terhubung dengan semua daerah meski beda pulau, sangat membantu,, sangat bagus, baru ini aplikasi pemerintah yang bener2 berguna.","aplikasi transportasi yang terhubung dengan semua daerah meski beda pulau, sangat membantu,, sangat bagus, baru ini aplikasi pemerintah yang bener2 berguna.",aplikasi transportasi yang terhubung dengan semua daerah meski beda pulau sangat membantu sangat bagus baru  aplikasi pemerintah yang bener berguna,"['aplikasi', 'transportasi', 'yang', 'terhubung', 'dengan', 'semua', 'daerah', 'meski', 'beda', 'pulau', 'sangat', 'membantu', 'sangat', 'bagus', 'baru', 'aplikasi', 'pemerintah', 'yang', 'bener', 'berguna']","['aplikasi', 'transportasi', 'terhubung', 'daerah', 'beda', 'pulau', 'membantu', 'bagus', 'aplikasi', 'pemerintah', 'bener', 'berguna']","['aplikasi', 'transportasi', 'terhubung', 'daerah', 'beda', 'pulau', 'membantu', 'bagus', 'aplikasi', 'pemerintah', 'benar', 'berguna']"
5,Assallammuallaikum saya pribadi sangat senang adanya bis kota bisa membantu masyarakat Balikpapan dalam bepergian Aman yaman dan murah sekali saya sangat setuju dan saya sangat puas banget dengan pelayanannya makasih Mitra Darat🙏,assallammuallaikum saya pribadi sangat senang adanya bis kota bisa membantu masyarakat balikpapan dalam bepergian aman yaman dan murah sekali saya sangat setuju dan saya sangat puas banget dengan pelayanannya makasih mitra darat🙏,assallammuallaikum saya pribadi sangat senang adanya  kota bisa membantu masyarakat balikpapan dalam bepergian aman yaman  murah sekali saya sangat setuju  saya sangat puas banget dengan pelayanannya makasih mitra darat,"['assallammuallaikum', 'saya', 'pribadi', 'sangat', 'senang', 'adanya', 'kota', 'bisa', 'membantu', 'masyarakat', 'balikpapan', 'dalam', 'bepergian', 'aman', 'yaman', 'murah', 'sekali', 'saya', 'sangat', 'setuju', 'saya', 'sangat', 'puas', 'banget', 'dengan', 'pelayanannya', 'makasih', 'mitra', 'darat']","['assallammuallaikum', 'pribadi', 'senang', 'kota', 'membantu', 'masyarakat', 'balikpapan', 'bepergian', 'aman', 'yaman', 'murah', 'setuju', 'puas', 'banget', 'pelayanannya', 'makasih', 'mitra', 'darat']","['assallammuallaikum', 'pribadi', 'senang', 'kota', 'membantu', 'masyarakat', 'balikpapan', 'bepergian', 'aman', 'yaman', 'terjangkau', 'setuju', 'puas', 'sekali', 'pelayanannya', 'terima', 'kasih', 'mitra', 'darat']"
5,"Terimakasih Bapak menteri perhubungan dan pemerintah kota maupun kabupaten bekasi,dengan adanya bis kita sekarang saya naik dari halte depan patriot sampai dengan stasiun cikarang. Sebelum saya naik bis kita saya selalu naik angkutan umum dan selalu di oper oper ke angkutan yang lain mulai dari bekasi sampai dengan stasiun cikarang sehingga saya harus membayar banyak uang untuk setiap menaiki angkutan sampai dengan stasiun bekasi. Sekali lagi saya ucapkan terimakasih banyak bapak/ ibu.","terimakasih bapak menteri perhubungan dan pemerintah kota maupun kabupaten bekasi,dengan adanya bis kita sekarang saya naik dari halte depan patriot sampai dengan stasiun cikarang. sebelum saya naik bis kita saya selalu naik angkutan umum dan selalu di oper oper ke angkutan yang lain mulai dari bekasi sampai dengan stasiun cikarang sehingga saya harus membayar banyak uang untuk setiap menaiki angkutan sampai dengan stasiun bekasi. sekali lagi saya ucapkan terimakasih banyak bapak/ ibu.",terimakasih bapak menteri perhubungan  pemerintah kota maupun kabupaten bekasidengan adanya  kita sekarang saya naik dari halte depan patriot sampai dengan stasiun cikarang sebelum saya naik  kita saya selalu naik angkutan umum  selalu  oper oper  angkutan yang lain mulai dari bekasi sampai dengan stasiun cikarang sehingga saya harus membayar banyak uang untuk setiap menaiki angkutan sampai dengan stasiun bekasi sekali lagi saya ucapkan terimakasih banyak bapak ,"['terimakasih', 'bapak', 'menteri', 'perhubungan', 'pemerintah', 'kota', 'maupun', 'kabupaten', 'bekasidengan', 'adanya', 'kita', 'sekarang', 'saya', 'naik', 'dari', 'halte', 'depan', 'patriot', 'sampai', 'dengan', 'stasiun', 'cikarang', 'sebelum', 'saya', 'naik', 'kita', 'saya', 'selalu', 'naik', 'angkutan', 'umum', 'selalu', 'oper', 'oper', 'angkutan', 'yang', 'lain', 'mulai', 'dari', 'bekasi', 'sampai', 'dengan', 'stasiun', 'cikarang', 'sehingga', 'saya', 'harus', 'membayar', 'banyak', 'uang', 'untuk', 'setiap', 'menaiki', 'angkutan', 'sampai', 'dengan', 'stasiun', 'bekasi', 'sekali', 'lagi', 'saya', 'ucapkan', 'terimakasih', 'banyak', 'bapak']","['terimakasih', 'menteri', 'perhubungan', 'pemerintah', 'kota', 'kabupaten', 'bekasidengan', 'halte', 'patriot', 'stasiun', 'cikarang', 'angkutan', 'oper', 'oper', 'angkutan', 'bekasi', 'stasiun', 'cikarang', 'membayar', 'uang', 'angkutan', 'stasiun', 'bekasi', 'ucapkan', 'terimakasih']","['terima', 'kasih', 'menteri', 'perhubungan', 'pemerintah', 'kota', 'kabupaten', 'bekasidengan', 'halte', 'patriot', 'stasiun', 'cikarang', 'angkutan', 'dialihkan', 'angkutan', 'bekasi', 'stasiun', 'cikarang', 'membayar', 'uang', 'angkutan', 'stasiun', 'bekasi', 'ucapkan', 'terima', 'kasih']"
5,"Pelayanan ramah, membantu sekali .. Mohon diperbaiki ke sistem aplikasinya biar gak loading lama","pelayanan ramah, membantu sekali .. mohon diperbaiki ke sistem aplikasinya biar gak loading lama",pelayanan ramah membantu sekali mohon diperbaiki  sistem aplikasinya biar  loading lama,"['pelayanan', 'ramah', 'membantu', 'sekali', 'mohon', 'diperbaiki', 'sistem', 'aplikasinya', 'biar', 'loading', 'lama']","['pelayanan', 'ramah', 'membantu', 'mohon', 'diperbaiki', 'sistem', 'aplikasinya', 'loading']","['pelayanan', 'ramah', 'membantu', 'mohon', 'diperbaiki', 'sistem', 'aplikasi', 'nya', 'memuat']"
5,Bagus bisa lihat posisi bus scr real time. Cuman sering error. Waktu dan lokasi mendadak tidak berjalan. Mohon diperbaiki lagi,bagus bisa lihat posisi bus scr real time. cuman sering error. waktu dan lokasi mendadak tidak berjalan. mohon diperbaiki lagi,bagus bisa lihat posisi   real time cuman sering error waktu  lokasi mendadak tidak berjalan mohon diperbaiki lagi,"['bagus', 'bisa', 'lihat', 'posisi', 'real', 'time', 'cuman', 'sering', 'error', 'waktu', 'lokasi', 'mendadak', 'tidak', 'berjalan', 'mohon', 'diperbaiki', 'lagi']","['bagus', 'lihat', 'posisi', 'real', 'time', 'cuman', 'error', 'lokasi', 'mendadak', 'berjalan', 'mohon', 'diperbaiki']","['bagus', 'lihat', 'posisi', 'real', 'time', 'hanya', 'kesalahan', 'lokasi', 'mendadak', 'berjalan', 'mohon', 'diperbaiki']"
5,Akurat apk nya mantap...hanya disayangkan ketika keluar aplikasi harus mulai dari awal lagi...jadi agak ribet dalam memantau bis tranpakuan bogor (BISKITA),akurat apk nya mantap...hanya disayangkan ketika keluar aplikasi harus mulai dari awal lagi...jadi agak ribet dalam memantau bis tranpakuan bogor (biskita),akurat   mantaphanya disayangkan ketika keluar aplikasi harus mulai dari awal lagijadi agak ribet dalam memantau  tranpakuan bogor biskita,"['akurat', 'mantaphanya', 'disayangkan', 'ketika', 'keluar', 'aplikasi', 'harus', 'mulai', 'dari', 'awal', 'lagijadi', 'agak', 'ribet', 'dalam', 'memantau', 'tranpakuan', 'bogor', 'biskita']","['akurat', 'mantaphanya', 'disayangkan', 'aplikasi', 'lagijadi', 'ribet', 'memantau', 'tranpakuan', 'bogor', 'biskita']","['akurat', 'mantaphanya', 'disayangkan', 'aplikasi', 'lagijadi', 'ruwet', 'memantau', 'tranpakuan', 'bogor', 'biskita']"
