score,content,case folding,remove punctuation,tokenizing,stopword,normalized
5,Aplikasi yang membantu banget buat liat kedatangan bis ❤️,aplikasi yang membantu banget buat liat kedatangan bis ❤️,aplikasi yang membantu banget buat liat kedatangan ,"['aplikasi', 'yang', 'membantu', 'banget', 'buat', 'liat', 'kedatangan']","['aplikasi', 'membantu', 'banget', 'liat', 'kedatangan']","['aplikasi', 'membantu', 'sekali', 'lihat', 'kedatangan']"
5,Recommended apalagi untuk pengguna rutin teman bus,recommended apalagi untuk pengguna rutin teman bus,recommended apalagi untuk pengguna rutin teman ,"['recommended', 'apalagi', 'untuk', 'pengguna', 'rutin', 'teman']","['recommended', 'pengguna', 'rutin', 'teman']","['rekomendasi', 'pengguna', 'rutin', 'teman']"
5,Terimakasih berkat aplikasi MitraDarat saya bisa ke jogja secara gratis via MudikNataru.,terimakasih berkat aplikasi mitradarat saya bisa ke jogja secara gratis via mudiknataru.,terimakasih berkat aplikasi mitradarat saya bisa  jogja secara gratis  mudiknataru,"['terimakasih', 'berkat', 'aplikasi', 'mitradarat', 'saya', 'bisa', 'jogja', 'secara', 'gratis', 'mudiknataru']","['terimakasih', 'berkat', 'aplikasi', 'mitradarat', 'jogja', 'gratis', 'mudiknataru']","['terima', 'kasih', 'berkat', 'aplikasi', 'mitradarat', 'jogja', 'gratis', 'mudiknataru']"
5,"Tolong di update, biskita depok banyak yg hilang haltenya🙏🏻","tolong di update, biskita depok banyak yg hilang haltenya🙏🏻",tolong  update biskita depok banyak  hilang haltenya,"['tolong', 'update', 'biskita', 'depok', 'banyak', 'hilang', 'haltenya']","['tolong', 'update', 'biskita', 'depok', 'hilang', 'haltenya']","['tolong', 'pembaruan', 'biskita', 'depok', 'hilang', 'haltenya']"
5,Mitra darat salut tiap lebaran adain mudik gratis pp walaupun tidak pernah kebagian teman2 banyak yg dapat semoga besok pake sktm spt biofarma krn dilapangan banyak yg jual tiket terimakasih aplikasi ini sgt bagu,mitra darat salut tiap lebaran adain mudik gratis pp walaupun tidak pernah kebagian teman2 banyak yg dapat semoga besok pake sktm spt biofarma krn dilapangan banyak yg jual tiket terimakasih aplikasi ini sgt bagu,mitra darat salut tiap lebaran adain mudik gratis  walaupun tidak pernah kebagian teman banyak  dapat semoga besok pake sktm  biofarma  dilapangan banyak  jual tiket terimakasih aplikasi   bagu,"['mitra', 'darat', 'salut', 'tiap', 'lebaran', 'adain', 'mudik', 'gratis', 'walaupun', 'tidak', 'pernah', 'kebagian', 'teman', 'banyak', 'dapat', 'semoga', 'besok', 'pake', 'sktm', 'biofarma', 'dilapangan', 'banyak', 'jual', 'tiket', 'terimakasih', 'aplikasi', 'bagu']","['mitra', 'darat', 'salut', 'lebaran', 'adain', 'mudik', 'gratis', 'kebagian', 'teman', 'semoga', 'besok', 'pake', 'sktm', 'biofarma', 'dilapangan', 'jual', 'tiket', 'terimakasih', 'aplikasi', 'bagu']","['mitra', 'darat', 'salut', 'lebaran', 'adakan', 'pulang', 'kampung', 'gratis', 'kebagian', 'teman', 'semoga', 'besok', 'pakai', 'sktm', 'biofarma', 'dilapangan', 'jual', 'tiket', 'terima', 'kasih', 'aplikasi', 'bagu']"
5,Asik banget naik mobil ini ....adem ...aman ...dan nyaman 👍👍👍,asik banget naik mobil ini ....adem ...aman ...dan nyaman 👍👍👍,asik banget naik mobil  adem aman  nyaman,"['asik', 'banget', 'naik', 'mobil', 'adem', 'aman', 'nyaman']","['asik', 'banget', 'mobil', 'adem', 'aman', 'nyaman']","['asik', 'sekali', 'mobil', 'sejuk', 'aman', 'nyaman']"
5,Bisa memantau bagian dari kelancaran beraktifitas,bisa memantau bagian dari kelancaran beraktifitas,bisa memantau bagian dari kelancaran beraktifitas,"['bisa', 'memantau', 'bagian', 'dari', 'kelancaran', 'beraktifitas']","['memantau', 'kelancaran', 'beraktifitas']","['memantau', 'kelancaran', 'beraktifitas']"
5,Aplikasi yg amat sangat membantu di era digital ini,aplikasi yg amat sangat membantu di era digital ini,aplikasi  amat sangat membantu   digital ,"['aplikasi', 'amat', 'sangat', 'membantu', 'digital']","['aplikasi', 'membantu', 'digital']","['aplikasi', 'membantu', 'digital']"
5,Sudah aq download tp kug tampilannya beda ya? Gk ada mode mudik gratis? Bisa dijelaskan min?,sudah aq download tp kug tampilannya beda ya? gk ada mode mudik gratis? bisa dijelaskan min?,sudah  download   tampilannya beda    mode mudik gratis bisa dijelaskan ,"['sudah', 'download', 'tampilannya', 'beda', 'mode', 'mudik', 'gratis', 'bisa', 'dijelaskan']","['download', 'tampilannya', 'beda', 'mode', 'mudik', 'gratis']","['unduh', 'tampilannya', 'beda', 'mode', 'pulang', 'kampung', 'gratis']"
5,baru coba mungkin bermanfaat untuk kedepanya,baru coba mungkin bermanfaat untuk kedepanya,baru coba mungkin bermanfaat untuk kedepanya,"['baru', 'coba', 'mungkin', 'bermanfaat', 'untuk', 'kedepanya']","['coba', 'bermanfaat', 'kedepanya']","['coba', 'bermanfaat', 'ke', 'depannya']"
5,Mitra darat sangat membantu masyarakat utama nya di moda transportasi darat....,mitra darat sangat membantu masyarakat utama nya di moda transportasi darat....,mitra darat sangat membantu masyarakat utama   moda transportasi darat,"['mitra', 'darat', 'sangat', 'membantu', 'masyarakat', 'utama', 'moda', 'transportasi', 'darat']","['mitra', 'darat', 'membantu', 'masyarakat', 'utama', 'moda', 'transportasi', 'darat']","['mitra', 'darat', 'membantu', 'masyarakat', 'utama', 'moda', 'transportasi', 'darat']"
5,"Teman bus Makassar Panakukang galesong pelayanannya luar biasa semogaha bus di tambah dan halte alfamidi jalan andimapaingga Barombong di tambahkan, hemat mudah di akses dan tepat waktu","teman bus makassar panakukang galesong pelayanannya luar biasa semogaha bus di tambah dan halte alfamidi jalan andimapaingga barombong di tambahkan, hemat mudah di akses dan tepat waktu",teman  makassar panakukang galesong pelayanannya luar biasa semogaha   tambah  halte alfamidi jalan andimapaingga barombong  tambahkan hemat mudah  akses  tepat waktu,"['teman', 'makassar', 'panakukang', 'galesong', 'pelayanannya', 'luar', 'biasa', 'semogaha', 'tambah', 'halte', 'alfamidi', 'jalan', 'andimapaingga', 'barombong', 'tambahkan', 'hemat', 'mudah', 'akses', 'tepat', 'waktu']","['teman', 'makassar', 'panakukang', 'galesong', 'pelayanannya', 'semogaha', 'halte', 'alfamidi', 'jalan', 'andimapaingga', 'barombong', 'tambahkan', 'hemat', 'mudah', 'akses']","['teman', 'makassar', 'panakukang', 'galesong', 'pelayanannya', 'semogaha', 'halte', 'alfamidi', 'beroperasi', 'andimapaingga', 'barombong', 'tambahkan', 'hemat', 'mudah', 'akses']"
5,"sangat mantap aplikasinya, menyala abangku....","sangat mantap aplikasinya, menyala abangku....",sangat mantap aplikasinya menyala abangku,"['sangat', 'mantap', 'aplikasinya', 'menyala', 'abangku']","['mantap', 'aplikasinya', 'menyala', 'abangku']","['bagus', 'aplikasi', 'nya', 'menyala', 'abangku']"
5,Bismillah...semoga rejeki dapet musik gratis...terima kasih pemerintah. ..,bismillah...semoga rejeki dapet musik gratis...terima kasih pemerintah. ..,bismillahsemoga rejeki dapet musik gratisterima kasih pemerintah,"['bismillahsemoga', 'rejeki', 'dapet', 'musik', 'gratisterima', 'kasih', 'pemerintah']","['bismillahsemoga', 'rejeki', 'dapet', 'musik', 'gratisterima', 'kasih', 'pemerintah']","['bismillahsemoga', 'rejeki', 'dapatenggak', ':', 'tidak', 'musik', 'gratisterima', 'kasih', 'pemerintah']"
5,"Aplikasi ini membuktikan bahwa tidak semua aplikasi milik pemerintah itu sampah, toh ada juga yang bermanfaat, walau cuma segelintir.","aplikasi ini membuktikan bahwa tidak semua aplikasi milik pemerintah itu sampah, toh ada juga yang bermanfaat, walau cuma segelintir.",aplikasi  membuktikan bahwa tidak semua aplikasi milik pemerintah  sampah   juga yang bermanfaat walau cuma segelintir,"['aplikasi', 'membuktikan', 'bahwa', 'tidak', 'semua', 'aplikasi', 'milik', 'pemerintah', 'sampah', 'juga', 'yang', 'bermanfaat', 'walau', 'cuma', 'segelintir']","['aplikasi', 'membuktikan', 'aplikasi', 'milik', 'pemerintah', 'sampah', 'bermanfaat', 'segelintir']","['aplikasi', 'membuktikan', 'aplikasi', 'pemilik', 'pemerintah', 'sampah', 'bermanfaat', 'segelintir']"
5,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],['membantu']
5,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],['membantu']
5,Posisi bus akurat. Mantap ini,posisi bus akurat. mantap ini,posisi  akurat mantap ,"['posisi', 'akurat', 'mantap']","['posisi', 'akurat', 'mantap']","['posisi', 'akurat', 'bagus']"
5,"Aplikasi yang bagus, mudah dipahami","aplikasi yang bagus, mudah dipahami",aplikasi yang bagus mudah dipahami,"['aplikasi', 'yang', 'bagus', 'mudah', 'dipahami']","['aplikasi', 'bagus', 'mudah', 'dipahami']","['aplikasi', 'bagus', 'mudah', 'dipahami']"
5,"Terimakasih telah mengadakan mudik gratis, sangat membantu bagi yg kesulitan mencari moda transportasi untuk mudik lebaran","terimakasih telah mengadakan mudik gratis, sangat membantu bagi yg kesulitan mencari moda transportasi untuk mudik lebaran",terimakasih telah mengadakan mudik gratis sangat membantu bagi  kesulitan mencari moda transportasi untuk mudik lebaran,"['terimakasih', 'telah', 'mengadakan', 'mudik', 'gratis', 'sangat', 'membantu', 'bagi', 'kesulitan', 'mencari', 'moda', 'transportasi', 'untuk', 'mudik', 'lebaran']","['terimakasih', 'mengadakan', 'mudik', 'gratis', 'membantu', 'kesulitan', 'mencari', 'moda', 'transportasi', 'mudik', 'lebaran']","['terima', 'kasih', 'mengadakan', 'pulang', 'kampung', 'gratis', 'membantu', 'kesulitan', 'mencari', 'moda', 'transportasi', 'pulang', 'kampung', 'lebaran']"
5,"Lumayan membantu utk saya yg buta arah, jadi tau harus naik nomer berapa dan sdh sampai mana armadanya","lumayan membantu utk saya yg buta arah, jadi tau harus naik nomer berapa dan sdh sampai mana armadanya",lumayan membantu  saya  buta arah jadi  harus naik nomer berapa   sampai mana armadanya,"['lumayan', 'membantu', 'saya', 'buta', 'arah', 'jadi', 'harus', 'naik', 'nomer', 'berapa', 'sampai', 'mana', 'armadanya']","['lumayan', 'membantu', 'buta', 'arah', 'nomer', 'armadanya']","['cukup', 'baik', 'membantu', 'buta', 'arah', 'nomor', 'armadanya']"
5,Mau tanya fitur tiketku kenapa tidak muncul ya? Padahal sudah daftar tiket arus mudik dan balik?,mau tanya fitur tiketku kenapa tidak muncul ya? padahal sudah daftar tiket arus mudik dan balik?, tanya fitur tiketku kenapa tidak muncul  padahal sudah daftar tiket arus mudik  balik,"['tanya', 'fitur', 'tiketku', 'kenapa', 'tidak', 'muncul', 'padahal', 'sudah', 'daftar', 'tiket', 'arus', 'mudik', 'balik']","['fitur', 'tiketku', 'muncul', 'daftar', 'tiket', 'arus', 'mudik']","['fitur', 'tiketku', 'muncul', 'daftar', 'tiket', 'arus', 'pulang', 'kampung']"
5,"Pelayanan nya bagus, smoga semakin baik kedepannya","pelayanan nya bagus, smoga semakin baik kedepannya",pelayanan  bagus smoga semakin baik kedepannya,"['pelayanan', 'bagus', 'smoga', 'semakin', 'baik', 'kedepannya']","['pelayanan', 'bagus', 'smoga', 'kedepannya']","['pelayanan', 'bagus', 'semoga', 'ke', 'depannya']"
5,memudahkan kita untk jalan2 dan bisnya nyaman,memudahkan kita untk jalan2 dan bisnya nyaman,memudahkan kita untk jalan  bisnya nyaman,"['memudahkan', 'kita', 'untk', 'jalan', 'bisnya', 'nyaman']","['memudahkan', 'untk', 'jalan', 'bisnya', 'nyaman']","['memudahkan', 'untuk', 'beroperasi', 'bisnya', 'nyaman']"
5,"Halo admin., katanya program gratis 2024 dibuka tanggal 5 Maret, sampai sekarang pukul 13.38 masih adem ayem aja. Kasian min banyak orang yang sudah menunggu, mohon di infokan dan dibuka secepatnya 🙏","halo admin., katanya program gratis 2024 dibuka tanggal 5 maret, sampai sekarang pukul 13.38 masih adem ayem aja. kasian min banyak orang yang sudah menunggu, mohon di infokan dan dibuka secepatnya 🙏",halo admin katanya program gratis dibuka tanggal maret sampai sekarang pukul masih adem ayem  kasian  banyak orang yang sudah menunggu mohon  infokan  dibuka secepatnya,"['halo', 'admin', 'katanya', 'program', 'gratis', 'dibuka', 'tanggal', 'maret', 'sampai', 'sekarang', 'pukul', 'masih', 'adem', 'ayem', 'kasian', 'banyak', 'orang', 'yang', 'sudah', 'menunggu', 'mohon', 'infokan', 'dibuka', 'secepatnya']","['halo', 'admin', 'program', 'gratis', 'dibuka', 'tanggal', 'maret', 'adem', 'ayem', 'kasian', 'orang', 'menunggu', 'mohon', 'infokan', 'dibuka', 'secepatnya']","['halo', 'admin', 'program', 'gratis', 'dibuka', 'tanggal', 'maret', 'sejuk', 'ayem', 'kasian', 'orang', 'menunggu', 'mohon', 'infokan', 'dibuka', 'secepatnya']"
5,"Sangat membantu bagi saya sekeluarga dengan mudik gratis mitra darat,Karena saya sekeluarga bisa berkumpul di kampung halaman terimakasih mitra darat🙏🙏","sangat membantu bagi saya sekeluarga dengan mudik gratis mitra darat,karena saya sekeluarga bisa berkumpul di kampung halaman terimakasih mitra darat🙏🙏",sangat membantu bagi saya sekeluarga dengan mudik gratis mitra daratkarena saya sekeluarga bisa berkumpul  kampung halaman terimakasih mitra darat,"['sangat', 'membantu', 'bagi', 'saya', 'sekeluarga', 'dengan', 'mudik', 'gratis', 'mitra', 'daratkarena', 'saya', 'sekeluarga', 'bisa', 'berkumpul', 'kampung', 'halaman', 'terimakasih', 'mitra', 'darat']","['membantu', 'sekeluarga', 'mudik', 'gratis', 'mitra', 'daratkarena', 'sekeluarga', 'berkumpul', 'kampung', 'halaman', 'terimakasih', 'mitra', 'darat']","['membantu', 'sekeluarga', 'pulang', 'kampung', 'gratis', 'mitra', 'daratkarena', 'sekeluarga', 'berkumpul', 'kampung', 'halaman', 'terima', 'kasih', 'mitra', 'darat']"
5,"sangat terbantu, terimakasih mitra darat","sangat terbantu, terimakasih mitra darat",sangat terbantu terimakasih mitra darat,"['sangat', 'terbantu', 'terimakasih', 'mitra', 'darat']","['terbantu', 'terimakasih', 'mitra', 'darat']","['terbantu', 'terima', 'kasih', 'mitra', 'darat']"
5,Aplikasi pemerintah terbaik saat ini. Sudah seharusnya pemerintah membuat aplikasi seperti ini,aplikasi pemerintah terbaik saat ini. sudah seharusnya pemerintah membuat aplikasi seperti ini,aplikasi pemerintah terbaik saat  sudah seharusnya pemerintah membuat aplikasi seperti ,"['aplikasi', 'pemerintah', 'terbaik', 'saat', 'sudah', 'seharusnya', 'pemerintah', 'membuat', 'aplikasi', 'seperti']","['aplikasi', 'pemerintah', 'terbaik', 'pemerintah', 'aplikasi']","['aplikasi', 'pemerintah', 'terbaik', 'pemerintah', 'aplikasi']"
5,Hallo kapan Kota Manado (Sulawesi Utara) bisa ada Teman Bus seperti di Makassar ??,hallo kapan kota manado (sulawesi utara) bisa ada teman bus seperti di makassar ??,hallo kapan kota manado sulawesi utara bisa  teman  seperti  makassar,"['hallo', 'kapan', 'kota', 'manado', 'sulawesi', 'utara', 'bisa', 'teman', 'seperti', 'makassar']","['hallo', 'kota', 'manado', 'sulawesi', 'utara', 'teman', 'makassar']","['halo', 'kota', 'manado', 'sulawesi', 'utara', 'teman', 'makassar']"
5,Sangat bermanfaat bagi masyarakat khususnya para perantau yg pendapatanya d bwah standar,sangat bermanfaat bagi masyarakat khususnya para perantau yg pendapatanya d bwah standar,sangat bermanfaat bagi masyarakat khususnya para perantau  pendapatanya  bwah standar,"['sangat', 'bermanfaat', 'bagi', 'masyarakat', 'khususnya', 'para', 'perantau', 'pendapatanya', 'bwah', 'standar']","['bermanfaat', 'masyarakat', 'perantau', 'pendapatanya', 'bwah', 'standar']","['bermanfaat', 'masyarakat', 'perantau', 'pendapatanya', 'bwah', 'standar']"
5,Ok sangat membantu program mudik gratiss nya. Semoga tiap tahun diadakan dan bisa ikut terus.. Hehehe,ok sangat membantu program mudik gratiss nya. semoga tiap tahun diadakan dan bisa ikut terus.. hehehe, sangat membantu program mudik gratiss  semoga tiap tahun diadakan  bisa ikut terus hehehe,"['sangat', 'membantu', 'program', 'mudik', 'gratiss', 'semoga', 'tiap', 'tahun', 'diadakan', 'bisa', 'ikut', 'terus', 'hehehe']","['membantu', 'program', 'mudik', 'gratiss', 'semoga', 'diadakan', 'hehehe']","['membantu', 'program', 'pulang', 'kampung', 'gratiss', 'semoga', 'diadakan', 'hehehe']"
5,Mantap pelayanannya semoga nanti pas hari H pendaftaran mudik tidak eror lancar selalu,mantap pelayanannya semoga nanti pas hari h pendaftaran mudik tidak eror lancar selalu,mantap pelayanannya semoga nanti  hari  pendaftaran mudik tidak eror lancar selalu,"['mantap', 'pelayanannya', 'semoga', 'nanti', 'hari', 'pendaftaran', 'mudik', 'tidak', 'eror', 'lancar', 'selalu']","['mantap', 'pelayanannya', 'semoga', 'pendaftaran', 'mudik', 'eror', 'lancar']","['bagus', 'pelayanannya', 'semoga', 'pendaftaran', 'pulang', 'kampung', 'bermasalah', 'lancar']"
5,Terimakasih atas mudik gratis kemrnhub kami sangat terbantu,terimakasih atas mudik gratis kemrnhub kami sangat terbantu,terimakasih atas mudik gratis kemrnhub kami sangat terbantu,"['terimakasih', 'atas', 'mudik', 'gratis', 'kemrnhub', 'kami', 'sangat', 'terbantu']","['terimakasih', 'mudik', 'gratis', 'kemrnhub', 'terbantu']","['terima', 'kasih', 'pulang', 'kampung', 'gratis', 'kemrnhub', 'terbantu']"
5,Alhamdulillah sangat terbantu dari apk mitra darat,alhamdulillah sangat terbantu dari apk mitra darat,alhamdulillah sangat terbantu dari  mitra darat,"['alhamdulillah', 'sangat', 'terbantu', 'dari', 'mitra', 'darat']","['alhamdulillah', 'terbantu', 'mitra', 'darat']","['alhamdulillah', 'terbantu', 'mitra', 'darat']"
5,Susah aplikasi mitra darat untuk masuk tiket gratis,susah aplikasi mitra darat untuk masuk tiket gratis,susah aplikasi mitra darat untuk masuk tiket gratis,"['susah', 'aplikasi', 'mitra', 'darat', 'untuk', 'masuk', 'tiket', 'gratis']","['susah', 'aplikasi', 'mitra', 'darat', 'masuk', 'tiket', 'gratis']","['sulit', 'aplikasi', 'mitra', 'darat', 'masuk', 'tiket', 'gratis']"
5,"Semoga panjang umur dan sehat selalu serta semakin berkembang yaa🤲 Masyaallah, alhamdulillah ga pernah berhenti bersyukur karena tahun kemarin bisa mudik gratis😍","semoga panjang umur dan sehat selalu serta semakin berkembang yaa🤲 masyaallah, alhamdulillah ga pernah berhenti bersyukur karena tahun kemarin bisa mudik gratis😍",semoga panjang umur  sehat selalu serta semakin berkembang  masyaallah alhamdulillah  pernah berhenti bersyukur karena tahun kemarin bisa mudik gratis,"['semoga', 'panjang', 'umur', 'sehat', 'selalu', 'serta', 'semakin', 'berkembang', 'masyaallah', 'alhamdulillah', 'pernah', 'berhenti', 'bersyukur', 'karena', 'tahun', 'kemarin', 'bisa', 'mudik', 'gratis']","['semoga', 'umur', 'sehat', 'berkembang', 'masyaallah', 'alhamdulillah', 'berhenti', 'bersyukur', 'kemarin', 'mudik', 'gratis']","['semoga', 'umur', 'sehat', 'berkembang', 'masyaallah', 'alhamdulillah', 'berhenti', 'bersyukur', 'kemarin', 'pulang', 'kampung', 'gratis']"
5,"alhamdulillah, di aplikasi Mitra darat. Dapat mudik gratis.","alhamdulillah, di aplikasi mitra darat. dapat mudik gratis.",alhamdulillah  aplikasi mitra darat dapat mudik gratis,"['alhamdulillah', 'aplikasi', 'mitra', 'darat', 'dapat', 'mudik', 'gratis']","['alhamdulillah', 'aplikasi', 'mitra', 'darat', 'mudik', 'gratis']","['alhamdulillah', 'aplikasi', 'mitra', 'darat', 'pulang', 'kampung', 'gratis']"
5,Sangat membantu saya selaku pengguna angkutan umum.Terimakasih,sangat membantu saya selaku pengguna angkutan umum.terimakasih,sangat membantu saya selaku pengguna angkutan umumterimakasih,"['sangat', 'membantu', 'saya', 'selaku', 'pengguna', 'angkutan', 'umumterimakasih']","['membantu', 'pengguna', 'angkutan', 'umumterimakasih']","['membantu', 'pengguna', 'angkutan', 'umumterimakasih']"
5,"program bagus buat bantu masyarakat mudik pulang kampung,terus tingkatkan pelayanan masyarakat...trima kasih dishub dan mitra darat","program bagus buat bantu masyarakat mudik pulang kampung,terus tingkatkan pelayanan masyarakat...trima kasih dishub dan mitra darat",program bagus buat bantu masyarakat mudik pulang kampungterus tingkatkan pelayanan masyarakattrima kasih dishub  mitra darat,"['program', 'bagus', 'buat', 'bantu', 'masyarakat', 'mudik', 'pulang', 'kampungterus', 'tingkatkan', 'pelayanan', 'masyarakattrima', 'kasih', 'dishub', 'mitra', 'darat']","['program', 'bagus', 'bantu', 'masyarakat', 'mudik', 'pulang', 'kampungterus', 'tingkatkan', 'pelayanan', 'masyarakattrima', 'kasih', 'dishub', 'mitra', 'darat']","['program', 'bagus', 'bantu', 'masyarakat', 'pulang', 'kampung', 'pulang', 'kampungterus', 'tingkatkan', 'pelayanan', 'masyarakattrima', 'kasih', 'dishub', 'mitra', 'darat']"
5,"Sangat membantu banget, alhamdulillah.. Terimakasih sudah di adain Mudik Gratis ❤️","sangat membantu banget, alhamdulillah.. terimakasih sudah di adain mudik gratis ❤️",sangat membantu banget alhamdulillah terimakasih sudah  adain mudik gratis,"['sangat', 'membantu', 'banget', 'alhamdulillah', 'terimakasih', 'sudah', 'adain', 'mudik', 'gratis']","['membantu', 'banget', 'alhamdulillah', 'terimakasih', 'adain', 'mudik', 'gratis']","['membantu', 'sekali', 'alhamdulillah', 'terima', 'kasih', 'adakan', 'pulang', 'kampung', 'gratis']"
5,"Bagus nih, salah satu aspek keterbukaan informasi publik.","bagus nih, salah satu aspek keterbukaan informasi publik.",bagus  salah satu aspek keterbukaan informasi publik,"['bagus', 'salah', 'satu', 'aspek', 'keterbukaan', 'informasi', 'publik']","['bagus', 'salah', 'aspek', 'keterbukaan', 'informasi', 'publik']","['bagus', 'salah', 'aspek', 'keterbukaan', 'informasi', 'publik']"
5,sangat bagus membantu mengetahui rute bus,sangat bagus membantu mengetahui rute bus,sangat bagus membantu mengetahui rute ,"['sangat', 'bagus', 'membantu', 'mengetahui', 'rute']","['bagus', 'membantu', 'rute']","['bagus', 'membantu', 'rute']"
5,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],['membantu']
5,alhamdulillah bisa mudik gratis terima kasih mitra darat sukses selalu,alhamdulillah bisa mudik gratis terima kasih mitra darat sukses selalu,alhamdulillah bisa mudik gratis terima kasih mitra darat sukses selalu,"['alhamdulillah', 'bisa', 'mudik', 'gratis', 'terima', 'kasih', 'mitra', 'darat', 'sukses', 'selalu']","['alhamdulillah', 'mudik', 'gratis', 'terima', 'kasih', 'mitra', 'darat', 'sukses']","['alhamdulillah', 'pulang', 'kampung', 'gratis', 'terima', 'kasih', 'mitra', 'darat', 'sukses']"
5,mantap order lambat krn berjudul namanya gratis,mantap order lambat krn berjudul namanya gratis,mantap order lambat  berjudul namanya gratis,"['mantap', 'order', 'lambat', 'berjudul', 'namanya', 'gratis']","['mantap', 'order', 'lambat', 'berjudul', 'namanya', 'gratis']","['bagus', 'order', 'lambat', 'berjudul', 'namanya', 'gratis']"
5,Lumayan..tapi banyak ngebugnya,lumayan..tapi banyak ngebugnya,lumayantapi banyak ngebugnya,"['lumayantapi', 'banyak', 'ngebugnya']","['lumayantapi', 'ngebugnya']","['lumayantapi', 'ngebugnya']"
5,Sangat membantu bagi kami yg pekerjaan serabutan kalau bisa di andalan tiap tahun,sangat membantu bagi kami yg pekerjaan serabutan kalau bisa di andalan tiap tahun,sangat membantu bagi kami  pekerjaan serabutan kalau bisa  andalan tiap tahun,"['sangat', 'membantu', 'bagi', 'kami', 'pekerjaan', 'serabutan', 'kalau', 'bisa', 'andalan', 'tiap', 'tahun']","['membantu', 'pekerjaan', 'serabutan', 'andalan']","['membantu', 'pekerjaan', 'serabutan', 'andalan']"
5,Bahagia hatiku ...kalow bisa ikut mudik gratis lebaran tahun ini yang diadakan bumn terima kasih🙏🙏 Lha tapi kok aku baruan doewland aplikasi ini kok...tiba tiba mucul tiket habis lurrrr😭😭😭😭😭😭,bahagia hatiku ...kalow bisa ikut mudik gratis lebaran tahun ini yang diadakan bumn terima kasih🙏🙏 lha tapi kok aku baruan doewland aplikasi ini kok...tiba tiba mucul tiket habis lurrrr😭😭😭😭😭😭,bahagia hatiku kalow bisa ikut mudik gratis lebaran tahun  yang diadakan bumn terima kasih  tapi   baruan doewland aplikasi  koktiba tiba mucul tiket habis lurrrr,"['bahagia', 'hatiku', 'kalow', 'bisa', 'ikut', 'mudik', 'gratis', 'lebaran', 'tahun', 'yang', 'diadakan', 'bumn', 'terima', 'kasih', 'tapi', 'baruan', 'doewland', 'aplikasi', 'koktiba', 'tiba', 'mucul', 'tiket', 'habis', 'lurrrr']","['bahagia', 'hatiku', 'kalow', 'mudik', 'gratis', 'lebaran', 'diadakan', 'bumn', 'terima', 'kasih', 'baruan', 'doewland', 'aplikasi', 'koktiba', 'mucul', 'tiket', 'habis', 'lurrrr']","['bahagia', 'hatiku', 'kalow', 'pulang', 'kampung', 'gratis', 'lebaran', 'diadakan', 'bumn', 'terima', 'kasih', 'baruan', 'doewland', 'aplikasi', 'koktiba', 'mucul', 'tiket', 'habis', 'lurrrr']"
5,"yg ingin mudik bareng mudik gratis jgn takut dn ragu karena ini memang benar"" free tanpa di pungut biyaya sepeser pun bersiap² utk daftar mudik lebaran th 2025 di bulan maret yg akan datang","yg ingin mudik bareng mudik gratis jgn takut dn ragu karena ini memang benar"" free tanpa di pungut biyaya sepeser pun bersiap² utk daftar mudik lebaran th 2025 di bulan maret yg akan datang", ingin mudik bareng mudik gratis  takut  ragu karena  memang benar free tanpa  pungut biyaya sepeser  bersiap  daftar mudik lebaran   bulan maret  akan datang,"['ingin', 'mudik', 'bareng', 'mudik', 'gratis', 'takut', 'ragu', 'karena', 'memang', 'benar', 'free', 'tanpa', 'pungut', 'biyaya', 'sepeser', 'bersiap', 'daftar', 'mudik', 'lebaran', 'bulan', 'maret', 'akan', 'datang']","['mudik', 'bareng', 'mudik', 'gratis', 'takut', 'ragu', 'free', 'pungut', 'biyaya', 'sepeser', 'daftar', 'mudik', 'lebaran', 'maret']","['pulang', 'kampung', 'bareng', 'pulang', 'kampung', 'gratis', 'takut', 'ragu', 'free', 'pungut', 'biyaya', 'sepeser', 'daftar', 'pulang', 'kampung', 'lebaran', 'maret']"
5,mudah keren lengkap.... pengen ngrasain ikut mudik sayang ga kerja di jakarta .......;),mudah keren lengkap.... pengen ngrasain ikut mudik sayang ga kerja di jakarta .......;),mudah keren lengkap pengen ngrasain ikut mudik sayang  kerja  jakarta,"['mudah', 'keren', 'lengkap', 'pengen', 'ngrasain', 'ikut', 'mudik', 'sayang', 'kerja', 'jakarta']","['mudah', 'keren', 'lengkap', 'pengen', 'ngrasain', 'mudik', 'sayang', 'kerja', 'jakarta']","['mudah', 'keren', 'lengkap', 'ingin', 'ngrasain', 'pulang', 'kampung', 'sayang', 'kerja', 'jakarta']"
5,Untuk gratis ke pekanbaru programnya gak ada ya,untuk gratis ke pekanbaru programnya gak ada ya,untuk gratis  pekanbaru programnya   ,"['untuk', 'gratis', 'pekanbaru', 'programnya']","['gratis', 'pekanbaru', 'programnya']","['gratis', 'pekanbaru', 'programnya']"
5,Kapan di buka nya mudik gratis,kapan di buka nya mudik gratis,kapan  buka  mudik gratis,"['kapan', 'buka', 'mudik', 'gratis']","['buka', 'mudik', 'gratis']","['buka', 'pulang', 'kampung', 'gratis']"
