content,case folding,tokenizing,normalisasi,stemming teks,filtering-teks
"Aplikasi ini sangat bagus & menarik/fress, saya kasih bintang lima (5), tapi sayang sekali kok kereta api lokal yang dari berasal stasiun karawang sampai tujuan ke stasiun pasar senen ngak ada ya.. Kenapa ya??? Tolong di update lagi yang kereta api lokal nya mas Tolong di update ya...",aplikasi  sangat bagus menarikfress saya kasih bintang lima tapi sayang sekali  kereta  lokal yang dari berasal stasiun karawang sampai tujuan  stasiun pasar senen ngak   kenapa  tolong  update lagi yang kereta  lokal   tolong  update ,"['aplikasi', 'sangat', 'bagus', 'menarikfress', 'saya', 'kasih', 'bintang', 'lima', 'tapi', 'sayang', 'sekali', 'kereta', 'lokal', 'yang', 'dari', 'berasal', 'stasiun', 'karawang', 'sampai', 'tujuan', 'stasiun', 'pasar', 'senen', 'ngak', 'kenapa', 'tolong', 'update', 'lagi', 'yang', 'kereta', 'lokal', 'tolong', 'update']","['aplikasi', 'sangat', 'bagus', 'menarik', 'fresh', 'saya', 'kasih', 'bintang', 'lima', 'tetapi', 'sayang', 'sekali', 'kereta', 'lokal', 'yang', 'dari', 'berasal', 'stasiun', 'karawang', 'sampai', 'tujuan', 'stasiun', 'pasar', 'senen', 'tidak', 'mengapa', 'tolong', 'pembaruan', 'lagi', 'yang', 'kereta', 'lokal', 'tolong', 'pembaruan']","['aplikasi', 'sangat', 'bagus', 'tarik', 'fresh', 'saya', 'kasih', 'bintang', 'lima', 'tetapi', 'sayang', 'sekali', 'kereta', 'lokal', 'yang', 'dari', 'asal', 'stasiun', 'karawang', 'sampai', 'tuju', 'stasiun', 'pasar', 'senen', 'tidak', 'mengapa', 'tolong', 'baru', 'lagi', 'yang', 'kereta', 'lokal', 'tolong', 'baru']","['aplikasi', 'bagus', 'tarik', 'fresh', 'kasih', 'bintang', 'sayang', 'kereta', 'lokal', 'stasiun', 'karawang', 'tuju', 'stasiun', 'pasar', 'senen', 'tolong', 'kereta', 'lokal', 'tolong']"
"Aplikasi ini sangat membantu dalam pemesanan tiket kai, semoga kai semakin maju dan diperbanyak kereta2 lokal di tiap daop untuk mengurangi kepadatan lalu lintas, dan bisa menjangkau stasiun2 kecil dan semoga kai bisa menjadi moda transportasi darat yang paling efektif, maju terus PT. KAI",aplikasi  sangat membantu dalam pemesanan tiket kai semoga kai semakin maju  diperbanyak kereta lokal  tiap daop untuk mengurangi kepadatan lalu lintas  bisa menjangkau stasiun kecil  semoga kai bisa menjadi moda transportasi darat yang paling efektif maju terus  kai,"['aplikasi', 'sangat', 'membantu', 'dalam', 'pemesanan', 'tiket', 'kai', 'semoga', 'kai', 'semakin', 'maju', 'diperbanyak', 'kereta', 'lokal', 'tiap', 'daop', 'untuk', 'mengurangi', 'kepadatan', 'lalu', 'lintas', 'bisa', 'menjangkau', 'stasiun', 'kecil', 'semoga', 'kai', 'bisa', 'menjadi', 'moda', 'transportasi', 'darat', 'yang', 'paling', 'efektif', 'maju', 'terus', 'kai']","['aplikasi', 'sangat', 'membantu', 'dalam', 'pemesanan', 'tiket', 'kai', 'semoga', 'kai', 'semakin', 'maju', 'diperbanyak', 'kereta', 'lokal', 'tiap', 'pesan', 'untuk', 'mengurangi', 'kepadatan', 'lalu', 'lintas', 'bisa', 'menjangkau', 'stasiun', 'kecil', 'semoga', 'kai', 'bisa', 'menjadi', 'moda', 'transportasi', 'darat', 'yang', 'paling', 'efektif', 'maju', 'kemudian', 'kai']","['aplikasi', 'sangat', 'bantu', 'dalam', 'mesan', 'tiket', 'kai', 'moga', 'kai', 'makin', 'maju', 'banyak', 'kereta', 'lokal', 'tiap', 'pesan', 'untuk', 'kurang', 'padat', 'lalu', 'lintas', 'bisa', 'jangkau', 'stasiun', 'kecil', 'moga', 'kai', 'bisa', 'jadi', 'moda', 'transportasi', 'darat', 'yang', 'paling', 'efektif', 'maju', 'kemudian', 'kai']","['aplikasi', 'bantu', 'mesan', 'tiket', 'kai', 'moga', 'kai', 'maju', 'kereta', 'lokal', 'pesan', 'padat', 'lintas', 'jangkau', 'stasiun', 'moga', 'kai', 'moda', 'transportasi', 'darat', 'efektif', 'maju', 'kai']"
"Versi terbaru malah ngga berfungsi, balikin aja ke versi sebelumnya. Drpd kita pada pindah ke aplikasi sebelah-- * Setelah ku install ulang aplikasinya, saat ini work ***** bintang lima Kalau jelek lagi kukasih bintang 1",versi terbaru malah ngga berfungsi balikin   versi sebelumnya drpd kita pada pindah  aplikasi sebelah setelah  install ulang aplikasinya saat  work bintang lima kalau jelek lagi kukasih bintang,"['versi', 'terbaru', 'malah', 'ngga', 'berfungsi', 'balikin', 'versi', 'sebelumnya', 'drpd', 'kita', 'pada', 'pindah', 'aplikasi', 'sebelah', 'setelah', 'install', 'ulang', 'aplikasinya', 'saat', 'work', 'bintang', 'lima', 'kalau', 'jelek', 'lagi', 'kukasih', 'bintang']","['versi', 'terbaru', 'namun', 'tidak', 'berfungsi', 'balikin', 'versi', 'sebelum', 'nya', 'daripada', 'kita', 'banyak', 'orang', 'pindah', 'aplikasi', 'sebelah', 'setelah', 'memasang', 'ulang', 'aplikasi', 'nya', 'saat', 'bekerja', 'bintang', 'lima', 'jika', 'jelek', 'lagi', 'saya', 'kasih', 'bintang']","['versi', 'baru', 'namun', 'tidak', 'fungsi', 'balikin', 'versi', 'belum', 'nya', 'daripada', 'kita', 'banyak', 'orang', 'pindah', 'aplikasi', 'belah', 'telah', 'pasang', 'ulang', 'aplikasi', 'nya', 'saat', 'kerja', 'bintang', 'lima', 'jika', 'jelek', 'lagi', 'saya', 'kasih', 'bintang']","['versi', 'fungsi', 'balikin', 'versi', 'orang', 'pindah', 'aplikasi', 'belah', 'pasang', 'ulang', 'aplikasi', 'kerja', 'bintang', 'jelek', 'kasih', 'bintang']"
"Lebih mudah dan tidak ribet..., hanya saja waktu pembayaran diluar ATM terlalu singkat (kurang dari 1 jam)..., karena cari gerai mini market agak jauh",lebih mudah  tidak ribet hanya saja waktu pembayaran diluar  terlalu singkat kurang dari  karena cari gerai mini market agak jauh,"['lebih', 'mudah', 'tidak', 'ribet', 'hanya', 'saja', 'waktu', 'pembayaran', 'diluar', 'terlalu', 'singkat', 'kurang', 'dari', 'karena', 'cari', 'gerai', 'mini', 'market', 'agak', 'jauh']","['lebih', 'mudah', 'tidak', 'rumit', 'hanya', 'saja', 'waktu', 'pembayaran', 'di', 'luar', 'terlalu', 'singkat', 'kurang', 'dari', 'karena', 'cari', 'gerai', 'mini', 'market', 'sedikit', 'jauh']","['lebih', 'mudah', 'tidak', 'rumit', 'hanya', 'saja', 'waktu', 'bayar', 'di', 'luar', 'terlalu', 'singkat', 'kurang', 'dari', 'karena', 'cari', 'gerai', 'mini', 'market', 'sedikit', 'jauh']","['mudah', 'rumit', 'bayar', 'singkat', 'cari', 'gerai', 'mini', 'market']"
"Punya aplikasi resmi KAI tapi nggak berguna. Berat,lemot,ujung²nya time out. Buang² waktuku sj...!! Akhirnya beli lwt aplikasi yg lain,cepet & lancar,dpt cashback pula. Aplikasi resminya nggak berguna banget kan...!! BUMN...Ooohh BUMN Aplikasinya begini...OMG Tolong diperbaiki sistemnya Memprihatinkan banget kinerja aplikasi ini. Sangat menguji kesabaran & merugikan konsumen.",punya aplikasi resmi kai tapi nggak berguna beratlemotujungnya time  buang waktuku  akhirnya beli  aplikasi  laincepet lancardpt cashback pula aplikasi resminya nggak berguna banget  bumnooohh bumn aplikasinya beginiomg tolong diperbaiki sistemnya memprihatinkan banget kinerja aplikasi  sangat menguji kesabaran merugikan konsumen,"['punya', 'aplikasi', 'resmi', 'kai', 'tapi', 'nggak', 'berguna', 'beratlemotujungnya', 'time', 'buang', 'waktuku', 'akhirnya', 'beli', 'aplikasi', 'laincepet', 'lancardpt', 'cashback', 'pula', 'aplikasi', 'resminya', 'nggak', 'berguna', 'banget', 'bumnooohh', 'bumn', 'aplikasinya', 'beginiomg', 'tolong', 'diperbaiki', 'sistemnya', 'memprihatinkan', 'banget', 'kinerja', 'aplikasi', 'sangat', 'menguji', 'kesabaran', 'merugikan', 'konsumen']","['punya', 'aplikasi', 'resmi', 'kai', 'tetapi', 'tidak', 'berguna', 'berat', 'lemot', 'ujung', 'ujungnya', 'time', 'buang', 'waktuku', 'akhirnya', 'beli', 'aplikasi', 'laincepet', 'lancar', 'dapat', 'uang', 'kembali', 'lagi', 'aplikasi', 'resminya', 'tidak', 'berguna', 'sekali', 'bumn', 'aplikasi', 'nya', 'begini', 'tolong', 'diperbaiki', 'sistemnya', 'memprihatinkan', 'sekali', 'kinerja', 'aplikasi', 'sangat', 'menguji', 'kesabaran', 'merugikan', 'konsumen']","['punya', 'aplikasi', 'resmi', 'kai', 'tetapi', 'tidak', 'guna', 'berat', 'lot', 'ujung', 'ujung', 'time', 'buang', 'waktu', 'akhir', 'beli', 'aplikasi', 'laincepet', 'lancar', 'dapat', 'uang', 'kembali', 'lagi', 'aplikasi', 'resmi', 'tidak', 'guna', 'sekali', 'bumn', 'aplikasi', 'nya', 'begini', 'tolong', 'baik', 'sistem', 'prihatin', 'sekali', 'kerja', 'aplikasi', 'sangat', 'uji', 'sabar', 'rugi', 'konsumen']","['aplikasi', 'resmi', 'kai', 'berat', 'lot', 'ujung', 'ujung', 'time', 'buang', 'beli', 'aplikasi', 'laincepet', 'lancar', 'uang', 'aplikasi', 'resmi', 'bumn', 'aplikasi', 'tolong', 'sistem', 'prihatin', 'kerja', 'aplikasi', 'uji', 'sabar', 'rugi', 'konsumen']"
"Dari app lama sampe sekarang tidak pernah saya mengalami kesulitan , yang sering kendala mungkin device nya kurang bagus Wkwkwk 🤣 dan jarang diperbarui perangkat lunak device nya .",dari  lama sampe sekarang tidak pernah saya mengalami kesulitan yang sering kendala mungkin device  kurang bagus wkwkwk  jarang diperbarui perangkat lunak device ,"['dari', 'lama', 'sampe', 'sekarang', 'tidak', 'pernah', 'saya', 'mengalami', 'kesulitan', 'yang', 'sering', 'kendala', 'mungkin', 'device', 'kurang', 'bagus', 'wkwkwk', 'jarang', 'diperbarui', 'perangkat', 'lunak', 'device']","['dari', 'lama', 'sampai', 'sekarang', 'tidak', 'pernah', 'saya', 'mengalami', 'kesulitan', 'yang', 'sering', 'masalah', 'sebaiknya', 'alat', 'kurang', 'bagus', 'wkwkwk', 'jarang', 'diperbarui', 'perangkat', 'lunak', 'alat']","['dari', 'lama', 'sampai', 'sekarang', 'tidak', 'pernah', 'saya', 'alami', 'sulit', 'yang', 'sering', 'masalah', 'baik', 'alat', 'kurang', 'bagus', 'wkwkwk', 'jarang', 'baru', 'perangkat', 'lunak', 'alat']","['alami', 'sulit', 'alat', 'bagus', 'jarang', 'perangkat', 'lunak', 'alat']"
"Mantab KAI Indonesia, sekarang kai acces semakin mantab, pengoperasian mudah. Tidak perlu datang datang lagi ke stasiun untuk beli tiket kereta api, cukup lewat kai acces 😚",mantab kai indonesia sekarang kai acces semakin mantab pengoperasian mudah tidak perlu datang datang lagi  stasiun untuk beli tiket kereta  cukup lewat kai acces,"['mantab', 'kai', 'indonesia', 'sekarang', 'kai', 'acces', 'semakin', 'mantab', 'pengoperasian', 'mudah', 'tidak', 'perlu', 'datang', 'datang', 'lagi', 'stasiun', 'untuk', 'beli', 'tiket', 'kereta', 'cukup', 'lewat', 'kai', 'acces']","['keren', 'kai', 'indonesia', 'sekarang', 'kai', 'access', 'semakin', 'keren', 'pengoperasian', 'mudah', 'tidak', 'perlu', 'datang', 'lagi', 'stasiun', 'untuk', 'beli', 'tiket', 'kereta', 'cukup', 'lewat', 'kai', 'access']","['keren', 'kai', 'indonesia', 'sekarang', 'kai', 'access', 'makin', 'keren', 'operasi', 'mudah', 'tidak', 'perlu', 'datang', 'lagi', 'stasiun', 'untuk', 'beli', 'tiket', 'kereta', 'cukup', 'lewat', 'kai', 'access']","['keren', 'kai', 'indonesia', 'kai', 'access', 'keren', 'operasi', 'mudah', 'stasiun', 'beli', 'tiket', 'kereta', 'kai', 'access']"
"Mengapa setiap ke laman pembayaran selalu kosong? Padahal udah login ulang pun tetap sama. Reinstall pun tetap sama, bagaimana dong? Maunya gampang dan cepat eh ternyata malah ribet😢pemesanan untuk hari esok pun tidak bisa dilayani manual hari ini. . Mohon penjelasan dan terima kasih 😊 EDIT : TERIMA KASIH KEPADA ADMIN YANG TELAH MERESPON 😍 SEKARANG SUDAH TIDAK BLANK LAGI ❤❤❤",mengapa setiap  laman pembayaran selalu kosong padahal udah login ulang  tetap sama reinstall  tetap sama bagaimana dong maunya gampang  cepat  ternyata malah ribetpemesanan untuk hari esok  tidak bisa dilayani manual hari  mohon penjelasan  terima kasih edit terima kasih kepada admin yang telah merespon sekarang sudah tidak blank lagi,"['mengapa', 'setiap', 'laman', 'pembayaran', 'selalu', 'kosong', 'padahal', 'udah', 'login', 'ulang', 'tetap', 'sama', 'reinstall', 'tetap', 'sama', 'bagaimana', 'dong', 'maunya', 'gampang', 'cepat', 'ternyata', 'malah', 'ribetpemesanan', 'untuk', 'hari', 'esok', 'tidak', 'bisa', 'dilayani', 'manual', 'hari', 'mohon', 'penjelasan', 'terima', 'kasih', 'edit', 'terima', 'kasih', 'kepada', 'admin', 'yang', 'telah', 'merespon', 'sekarang', 'sudah', 'tidak', 'blank', 'lagi']","['mengapa', 'setiap', 'laman', 'pembayaran', 'selalu', 'kosong', 'padahal', 'sudah', 'masuk', 'aplikasi', 'ulang', 'tetap', 'sama', 'reinstall', 'tetap', 'sama', 'bagaimana', 'dong', 'maunya', 'mudah', 'cepat', 'ternyata', 'namun', 'rumit', 'pemesanan', 'untuk', 'hari', 'besok', 'tidak', 'bisa', 'dilayani', 'manual', 'hari', 'mohon', 'penjelasan', 'terima', 'kasih', 'edit', 'terima', 'kasih', 'kepada', 'admin', 'yang', 'sudah', 'menanggapi', 'sekarang', 'sudah', 'tidak', 'kosong', 'lagi']","['mengapa', 'tiap', 'laman', 'bayar', 'selalu', 'kosong', 'padahal', 'sudah', 'masuk', 'aplikasi', 'ulang', 'tetap', 'sama', 'reinstall', 'tetap', 'sama', 'bagaimana', 'dong', 'mau', 'mudah', 'cepat', 'nyata', 'namun', 'rumit', 'mesan', 'untuk', 'hari', 'besok', 'tidak', 'bisa', 'layan', 'manual', 'hari', 'mohon', 'jelas', 'terima', 'kasih', 'edit', 'terima', 'kasih', 'kepada', 'admin', 'yang', 'sudah', 'tanggap', 'sekarang', 'sudah', 'tidak', 'kosong', 'lagi']","['laman', 'bayar', 'kosong', 'masuk', 'aplikasi', 'ulang', 'reinstall', 'mudah', 'cepat', 'nyata', 'rumit', 'mesan', 'besok', 'layan', 'manual', 'mohon', 'terima', 'kasih', 'edit', 'terima', 'kasih', 'admin', 'tanggap', 'kosong']"
"Mantap, KAI Access sejauh ini sudah oke, mungkin bagi yg berkendala krn timeout ya cek lagi kuota anda/kapasitas RAM hp anda.. sejauh ini saya pakai oppo f7 utk pembelian tiket oke2 saja, enak, bebas milih kursi, saat pembayaran dlm gerai (indomaret) tdk ada biaya admin, bisa reschedule maupun pembatalan.. FAQ (pertanyaan dr pelanggan dn jawaban dr KAI Access) jg sudah tersedia di aplikasi apabila msh bingung. Mnrt saya apl ini tdk perlu dikambinghitamkan. Suwun. Salam sepuran. Happy holiday!!!!",mantap kai access sejauh  sudah  mungkin bagi  berkendala  timeout   lagi kuota andakapasitas   anda sejauh  saya pakai oppo   pembelian tiket  saja enak bebas milih kursi saat pembayaran  gerai indomaret   biaya admin bisa reschedule maupun pembatalan  pertanyaan  pelanggan  jawaban  kai access  sudah tersedia  aplikasi apabila  bingung mnrt saya    perlu dikambinghitamkan suwun salam sepuran happy holiday,"['mantap', 'kai', 'access', 'sejauh', 'sudah', 'mungkin', 'bagi', 'berkendala', 'timeout', 'lagi', 'kuota', 'andakapasitas', 'anda', 'sejauh', 'saya', 'pakai', 'oppo', 'pembelian', 'tiket', 'saja', 'enak', 'bebas', 'milih', 'kursi', 'saat', 'pembayaran', 'gerai', 'indomaret', 'biaya', 'admin', 'bisa', 'reschedule', 'maupun', 'pembatalan', 'pertanyaan', 'pelanggan', 'jawaban', 'kai', 'access', 'sudah', 'tersedia', 'aplikasi', 'apabila', 'bingung', 'mnrt', 'saya', 'perlu', 'dikambinghitamkan', 'suwun', 'salam', 'sepuran', 'happy', 'holiday']","['bagus', 'kai', 'access', 'sejauh', 'sudah', 'sebaiknya', 'bagi', 'berkendala', 'habis', 'Waktu', 'lagi', 'paket', 'data', 'anda', 'kapasitas', 'anda', 'sejauh', 'saya', 'gunakan', 'oppo', 'pembelian', 'tiket', 'saja', 'nyaman', 'bebas', 'memilih', 'kursi', 'saat', 'pembayaran', 'gerai', 'indomaret', 'biaya', 'admin', 'bisa', 'mengubah', 'jadwal', 'maupun', 'pembatalan', 'pertanyaan', 'pelanggan', 'jawaban', 'kai', 'access', 'sudah', 'tersedia', 'aplikasi', 'apabila', 'bingung', 'menurut', 'saya', 'perlu', 'di', 'kambing', 'hitamkan', 'terima', 'kasih', 'salam', 'sepuran', 'senang', 'hari', 'libur']","['bagus', 'kai', 'access', 'jauh', 'sudah', 'baik', 'bagi', 'kendala', 'habis', 'waktu', 'lagi', 'paket', 'data', 'anda', 'kapasitas', 'anda', 'jauh', 'saya', 'guna', 'oppo', 'beli', 'tiket', 'saja', 'nyaman', 'bebas', 'pilih', 'kursi', 'saat', 'bayar', 'gerai', 'indomaret', 'biaya', 'admin', 'bisa', 'ubah', 'jadwal', 'maupun', 'batal', 'tanya', 'langgan', 'jawab', 'kai', 'access', 'sudah', 'sedia', 'aplikasi', 'apabila', 'bingung', 'turut', 'saya', 'perlu', 'di', 'kambing', 'hitam', 'terima', 'kasih', 'salam', 'sepur', 'senang', 'hari', 'libur']","['bagus', 'kai', 'access', 'kendala', 'habis', 'paket', 'data', 'kapasitas', 'oppo', 'beli', 'tiket', 'nyaman', 'bebas', 'pilih', 'kursi', 'bayar', 'gerai', 'indomaret', 'biaya', 'admin', 'ubah', 'jadwal', 'batal', 'langgan', 'kai', 'access', 'sedia', 'aplikasi', 'bingung', 'kambing', 'hitam', 'terima', 'kasih', 'salam', 'sepur', 'senang', 'libur']"
"Cuman pingin kasih bintang 5,aplikasi ini bagus dan cara penggunaan nya juga gampang dan bayarnya juga bisa di indomart. Cocok untuk para railfans yang ingin naik kereta, pokoknya the best lah👍🏻👍🏻👍🏻",cuman pingin kasih bintang aplikasi  bagus  cara penggunaan  juga gampang  bayarnya juga bisa  indomart cocok untuk para railfans yang ingin naik kereta pokoknya  best ,"['cuman', 'pingin', 'kasih', 'bintang', 'aplikasi', 'bagus', 'cara', 'penggunaan', 'juga', 'gampang', 'bayarnya', 'juga', 'bisa', 'indomart', 'cocok', 'untuk', 'para', 'railfans', 'yang', 'ingin', 'naik', 'kereta', 'pokoknya', 'best']","['hanya', 'ingin', 'kasih', 'bintang', 'aplikasi', 'bagus', 'cara', 'penggunaan', 'juga', 'mudah', 'membayarnya', 'juga', 'bisa', 'Indomaret', 'cocok', 'untuk', 'para', 'railfans', 'yang', 'ingin', 'naik', 'kereta', 'intinya', 'best']","['hanya', 'ingin', 'kasih', 'bintang', 'aplikasi', 'bagus', 'cara', 'guna', 'juga', 'mudah', 'bayar', 'juga', 'bisa', 'indomaret', 'cocok', 'untuk', 'para', 'railfans', 'yang', 'ingin', 'naik', 'kereta', 'inti', 'best']","['kasih', 'bintang', 'aplikasi', 'bagus', 'mudah', 'bayar', 'indomaret', 'cocok', 'railfans', 'kereta', 'inti', 'best']"
"Tolong diperbaiki lagi aplikasinya saya mau pesan tiket keluar masuk mulu, jadi agak susah untuk pemesanan tiket. Semoga aplikasi ini bisa membuat pelanggan menjadi nyaman untuk ubah schedule tiket, dll.",tolong diperbaiki lagi aplikasinya saya  pesan tiket keluar masuk mulu jadi agak susah untuk pemesanan tiket semoga aplikasi  bisa membuat pelanggan menjadi nyaman untuk ubah schedule tiket ,"['tolong', 'diperbaiki', 'lagi', 'aplikasinya', 'saya', 'pesan', 'tiket', 'keluar', 'masuk', 'mulu', 'jadi', 'agak', 'susah', 'untuk', 'pemesanan', 'tiket', 'semoga', 'aplikasi', 'bisa', 'membuat', 'pelanggan', 'menjadi', 'nyaman', 'untuk', 'ubah', 'schedule', 'tiket']","['tolong', 'diperbaiki', 'lagi', 'aplikasi', 'nya', 'saya', 'pesan', 'tiket', 'keluar', 'masuk', 'terus', 'sehingga', 'sedikit', 'sulit', 'untuk', 'pemesanan', 'tiket', 'semoga', 'aplikasi', 'bisa', 'membuat', 'pelanggan', 'menjadi', 'nyaman', 'untuk', 'ubah', 'jadwal', 'tiket']","['tolong', 'baik', 'lagi', 'aplikasi', 'nya', 'saya', 'pesan', 'tiket', 'keluar', 'masuk', 'terus', 'sehingga', 'sedikit', 'sulit', 'untuk', 'mesan', 'tiket', 'moga', 'aplikasi', 'bisa', 'buat', 'langgan', 'jadi', 'nyaman', 'untuk', 'ubah', 'jadwal', 'tiket']","['tolong', 'aplikasi', 'pesan', 'tiket', 'masuk', 'sulit', 'mesan', 'tiket', 'moga', 'aplikasi', 'langgan', 'nyaman', 'ubah', 'jadwal', 'tiket']"
"Memnyenangkan bisa beli tiken online lebih sinpel,mungkin sebagai masukan untuk jalur sukabumi bogor dan sebaliknya bisa di tambah gerbong nya kami rata tata pulang 1 minggu 1 kli sering ga kebaian tiket selalu habis kalo telat pesan lebih bagus di tambah waktu perjalananya jangan 3 kali 1 hari terimakasih",memnyenangkan bisa beli tiken online lebih sinpelmungkin sebagai masukan untuk jalur sukabumi bogor  sebaliknya bisa  tambah gerbong  kami rata tata pulang minggu  sering  kebaian tiket selalu habis kalo telat pesan lebih bagus  tambah waktu perjalananya jangan kali hari terimakasih,"['memnyenangkan', 'bisa', 'beli', 'tiken', 'online', 'lebih', 'sinpelmungkin', 'sebagai', 'masukan', 'untuk', 'jalur', 'sukabumi', 'bogor', 'sebaliknya', 'bisa', 'tambah', 'gerbong', 'kami', 'rata', 'tata', 'pulang', 'minggu', 'sering', 'kebaian', 'tiket', 'selalu', 'habis', 'kalo', 'telat', 'pesan', 'lebih', 'bagus', 'tambah', 'waktu', 'perjalananya', 'jangan', 'kali', 'hari', 'terimakasih']","['menyenangkan', 'bisa', 'beli', 'tiket', 'online', 'lebih', 'simpel', 'mungkin', 'sebagai', 'masukan', 'untuk', 'jalur', 'sukabumi', 'bogor', 'sebaliknya', 'bisa', 'tambah', 'gerbong', 'kami', 'rata', 'tata', 'pulang', 'minggu', 'sering', 'kebaian', 'tiket', 'selalu', 'habis', 'jika', 'telat', 'pesan', 'lebih', 'bagus', 'tambah', 'waktu', 'perjalananya', 'jangan', 'terkadang', 'hari', 'terima', 'kasih']","['senang', 'bisa', 'beli', 'tiket', 'online', 'lebih', 'simpel', 'mungkin', 'bagai', 'masuk', 'untuk', 'jalur', 'sukabumi', 'bogor', 'balik', 'bisa', 'tambah', 'gerbong', 'kami', 'rata', 'tata', 'pulang', 'minggu', 'sering', 'kebaian', 'tiket', 'selalu', 'habis', 'jika', 'telat', 'pesan', 'lebih', 'bagus', 'tambah', 'waktu', 'perjalananya', 'jangan', 'terkadang', 'hari', 'terima', 'kasih']","['senang', 'beli', 'tiket', 'online', 'simpel', 'masuk', 'jalur', 'sukabumi', 'bogor', 'gerbong', 'tata', 'pulang', 'minggu', 'kebaian', 'tiket', 'habis', 'telat', 'pesan', 'bagus', 'perjalananya', 'terkadang', 'terima', 'kasih']"
"Sipp, semoga lebih baik lagi, pada bingung batalin tiket, saya jga begitu dlu. setelah di pelajari ternyata caranya ditambahkan dlu tiketnya (karena kita pesan di tempat lain) baru dah di batalin. Cek riwayat pembatalan.",sipp semoga lebih baik lagi pada bingung batalin tiket saya  begitu  setelah  pelajari ternyata caranya ditambahkan  tiketnya karena kita pesan  tempat lain baru   batalin  riwayat pembatalan,"['sipp', 'semoga', 'lebih', 'baik', 'lagi', 'pada', 'bingung', 'batalin', 'tiket', 'saya', 'begitu', 'setelah', 'pelajari', 'ternyata', 'caranya', 'ditambahkan', 'tiketnya', 'karena', 'kita', 'pesan', 'tempat', 'lain', 'baru', 'batalin', 'riwayat', 'pembatalan']","['sip', 'semoga', 'lebih', 'baik', 'lagi', 'banyak', 'orang', 'bingung', 'membatalkan', 'tiket', 'saya', 'begitu', 'setelah', 'pelajari', 'ternyata', 'caranya', 'ditambahkan', 'tiketnya', 'karena', 'kita', 'pesan', 'tempat', 'lain', 'baru', 'membatalkan', 'riwayat', 'pembatalan']","['sip', 'moga', 'lebih', 'baik', 'lagi', 'banyak', 'orang', 'bingung', 'batal', 'tiket', 'saya', 'begitu', 'telah', 'ajar', 'nyata', 'cara', 'tambah', 'tiket', 'karena', 'kita', 'pesan', 'tempat', 'lain', 'baru', 'batal', 'riwayat', 'batal']","['sip', 'moga', 'orang', 'bingung', 'batal', 'tiket', 'ajar', 'nyata', 'tiket', 'pesan', 'batal', 'riwayat', 'batal']"
nyaman dan tenang beli tiket secara online dan mudah sekali... semua mudah KENAPA TIDAK. trma kasih pt KAI access selalu hadir dalam perjalanan . akhirnya bisa liburan juga dan beli tiket nya gak nagntri.😍😍😍😍😍,nyaman  tenang beli tiket secara online  mudah sekali semua mudah kenapa tidak trma kasih  kai access selalu hadir dalam perjalanan akhirnya bisa liburan juga  beli tiket   nagntri,"['nyaman', 'tenang', 'beli', 'tiket', 'secara', 'online', 'mudah', 'sekali', 'semua', 'mudah', 'kenapa', 'tidak', 'trma', 'kasih', 'kai', 'access', 'selalu', 'hadir', 'dalam', 'perjalanan', 'akhirnya', 'bisa', 'liburan', 'juga', 'beli', 'tiket', 'nagntri']","['nyaman', 'tenang', 'beli', 'tiket', 'secara', 'online', 'mudah', 'sekali', 'semua', 'mudah', 'mengapa', 'tidak', 'trma', 'kasih', 'kai', 'access', 'selalu', 'hadir', 'dalam', 'perjalanan', 'akhirnya', 'bisa', 'liburan', 'juga', 'beli', 'tiket', 'antre']","['nyaman', 'tenang', 'beli', 'tiket', 'cara', 'online', 'mudah', 'sekali', 'semua', 'mudah', 'mengapa', 'tidak', 'trma', 'kasih', 'kai', 'access', 'selalu', 'hadir', 'dalam', 'jalan', 'akhir', 'bisa', 'libur', 'juga', 'beli', 'tiket', 'antre']","['nyaman', 'tenang', 'beli', 'tiket', 'online', 'mudah', 'mudah', 'trma', 'kasih', 'kai', 'access', 'hadir', 'jalan', 'libur', 'beli', 'tiket', 'antre']"
