score,content,case folding,remove punctuation,stopword,normalized,stemming teks,token count
5,Tempatnya bersih dan nyaman. Mantul pokoknya,tempatnya bersih dan nyaman. mantul pokoknya,tempatnya bersih  nyaman mantul pokoknya,"['tempatnya', 'bersih', 'nyaman', 'mantul', 'pokoknya']","['tempatnya', 'bersih', 'nyaman', 'mantap', 'sekali', 'intinya']","['tempat', 'bersih', 'nyaman', 'mantap', 'sekali', 'inti']",6
5,sangat mudah dijangkau dan tepat waktu,sangat mudah dijangkau dan tepat waktu,sangat mudah dijangkau  tepat waktu,"['mudah', 'dijangkau']","['mudah', 'dijangkau']","['mudah', 'jangkau']",2
5,Mempermudah pembelian tiket dan pembayarab tanpa antri,mempermudah pembelian tiket dan pembayarab tanpa antri,mempermudah pembelian tiket  pembayarab tanpa antri,"['mempermudah', 'pembelian', 'tiket', 'pembayarab', 'antri']","['mempermudah', 'pembelian', 'tiket', 'pembayarab', 'antre']","['mudah', 'beli', 'tiket', 'pembayarab', 'antre']",5
5,Lebih mudah dan praktis,lebih mudah dan praktis,lebih mudah  praktis,"['mudah', 'praktis']","['mudah', 'praktis']","['mudah', 'praktis']",2
5,Sangat mempermudah untuk menaiki mrt 👏👏,sangat mempermudah untuk menaiki mrt 👏👏,sangat mempermudah untuk menaiki ,['mempermudah'],['mempermudah'],['mudah'],1
5,sangat nyaman untuk menjadi transportasi publik,sangat nyaman untuk menjadi transportasi publik,sangat nyaman untuk menjadi transportasi publik,"['nyaman', 'transportasi', 'publik']","['nyaman', 'transportasi', 'publik']","['nyaman', 'transportasi', 'publik']",3
5,semoga aplikasi ini lancar dan mudah,semoga aplikasi ini lancar dan mudah,semoga aplikasi  lancar  mudah,"['semoga', 'aplikasi', 'lancar', 'mudah']","['semoga', 'aplikasi', 'lancar', 'mudah']","['moga', 'aplikasi', 'lancar', 'mudah']",4
5,transportasi keren di jakarta. rekomended banget,transportasi keren di jakarta. rekomended banget,transportasi keren  jakarta rekomended banget,"['transportasi', 'keren', 'jakarta', 'rekomended', 'banget']","['transportasi', 'keren', 'jakarta', 'direkomendasikan', 'sekali']","['transportasi', 'keren', 'jakarta', 'rekomendasi', 'sekali']",5
5,support IT yang sangat bermanfaat,support it yang sangat bermanfaat,support  yang sangat bermanfaat,"['support', 'bermanfaat']","['support', 'bermanfaat']","['support', 'manfaat']",2
5,sudah terasa nyaman menggunakan transportasi umum,sudah terasa nyaman menggunakan transportasi umum,sudah terasa nyaman menggunakan transportasi umum,"['nyaman', 'transportasi']","['nyaman', 'transportasi']","['nyaman', 'transportasi']",2
5,keren lah bisa bawa anak jln2,keren lah bisa bawa anak jln2,keren  bisa bawa anak ,"['keren', 'bawa', 'anak']","['keren', 'bawa', 'anak']","['keren', 'bawa', 'anak']",3
5,Sangat mudah dan sangat membantu,sangat mudah dan sangat membantu,sangat mudah  sangat membantu,"['mudah', 'membantu']","['mudah', 'membantu']","['mudah', 'bantu']",2
5,"waoooooo, dan terus tingkatkan lagi....dan lagi","waoooooo, dan terus tingkatkan lagi....dan lagi",waoooooo  terus tingkatkan lagidan lagi,"['waoooooo', 'tingkatkan', 'lagidan']","['waoooooo', 'tingkatkan', 'lagidan']","['waoooooo', 'tingkat', 'lagidan']",3
5,mrt memang bagus. untuk trsnsportasi masal.,mrt memang bagus. untuk trsnsportasi masal., memang bagus untuk trsnsportasi masal,"['bagus', 'trsnsportasi', 'masal']","['bagus', 'trsnsportasi', 'masal']","['bagus', 'trsnsportasi', 'masal']",3
5,Tanpa beli kartu bisa menggunakan app ini,tanpa beli kartu bisa menggunakan app ini,tanpa beli kartu bisa menggunakan  ,"['beli', 'kartu']","['beli', 'kartu']","['beli', 'kartu']",2
5,"Mantap sangat membantu gk pakai mahal"" belu kartunya","mantap sangat membantu gk pakai mahal"" belu kartunya",mantap sangat membantu  pakai mahal belu kartunya,"['mantap', 'membantu', 'pakai', 'mahal', 'belu', 'kartunya']","['bagus', 'membantu', 'gunakan', 'mahal', 'belu', 'kartunya']","['bagus', 'bantu', 'guna', 'mahal', 'belu', 'kartu']",6
5,sangat bermanfaat tanpa card luar biasa😊❤❤❤,sangat bermanfaat tanpa card luar biasa😊❤❤❤,sangat bermanfaat tanpa card luar biasa,"['bermanfaat', 'card']","['bermanfaat', 'card']","['manfaat', 'card']",2
5,mantap aplikasi nya mendukung saat naik MRT,mantap aplikasi nya mendukung saat naik mrt,mantap aplikasi  mendukung saat naik ,"['mantap', 'aplikasi', 'mendukung']","['bagus', 'aplikasi', 'mendukung']","['bagus', 'aplikasi', 'dukung']",3
5,Maju terus MRT terus berinovasi untuk mempermudah pengguna...,maju terus mrt terus berinovasi untuk mempermudah pengguna...,maju terus  terus berinovasi untuk mempermudah pengguna,"['maju', 'berinovasi', 'mempermudah', 'pengguna']","['maju', 'berinovasi', 'mempermudah', 'pengguna']","['maju', 'inovasi', 'mudah', 'guna']",4
5,Aplikasi saya gunakan bagus dan sangat membantu terimakasih,aplikasi saya gunakan bagus dan sangat membantu terimakasih,aplikasi saya gunakan bagus  sangat membantu terimakasih,"['aplikasi', 'bagus', 'membantu', 'terimakasih']","['aplikasi', 'bagus', 'membantu', 'terima', 'kasih']","['aplikasi', 'bagus', 'bantu', 'terima', 'kasih']",5
5,sangat membantu untuk meningkatkan aktivitas saya,sangat membantu untuk meningkatkan aktivitas saya,sangat membantu untuk meningkatkan aktivitas saya,"['membantu', 'meningkatkan', 'aktivitas']","['membantu', 'meningkatkan', 'aktivitas']","['bantu', 'tingkat', 'aktivitas']",3
5,Memudahkan banget buat yg lupa gk bawa kartu emoney. Tinggal tap doang beres. Membantu sekaliii,memudahkan banget buat yg lupa gk bawa kartu emoney. tinggal tap doang beres. membantu sekaliii,memudahkan banget buat  lupa  bawa kartu emoney tinggal  doang beres membantu sekaliii,"['memudahkan', 'banget', 'lupa', 'bawa', 'kartu', 'emoney', 'tinggal', 'doang', 'beres', 'membantu', 'sekaliii']","['memudahkan', 'sekali', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik', 'hanya', 'perlu', 'saja', 'selesai', 'membantu', 'sekali']","['mudah', 'sekali', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik', 'hanya', 'perlu', 'saja', 'selesai', 'bantu', 'sekali']",13
5,"Transportasi Jakarta yg sangat membantu, dengan adanya MRT Jakarta lebih mudah untuk pengguna transportasi umum.","transportasi jakarta yg sangat membantu, dengan adanya mrt jakarta lebih mudah untuk pengguna transportasi umum.",transportasi jakarta  sangat membantu dengan adanya  jakarta lebih mudah untuk pengguna transportasi umum,"['transportasi', 'jakarta', 'membantu', 'jakarta', 'mudah', 'pengguna', 'transportasi']","['transportasi', 'jakarta', 'membantu', 'jakarta', 'mudah', 'pengguna', 'transportasi']","['transportasi', 'jakarta', 'bantu', 'jakarta', 'mudah', 'guna', 'transportasi']",7
5,Kenapa ya di aplikasi MRT ini tidak bisa melihat history perjalan selama 1 bulan?,kenapa ya di aplikasi mrt ini tidak bisa melihat history perjalan selama 1 bulan?,kenapa   aplikasi   tidak bisa melihat history perjalan selama bulan,"['aplikasi', 'history', 'perjalan']","['aplikasi', 'riwayat', 'perjalan']","['aplikasi', 'riwayat', 'jalan']",3
5,"memudahkan untuk yang pertama kali naek mrt , bayarnya bisa pake link aja atau yang lainnya bisa","memudahkan untuk yang pertama kali naek mrt , bayarnya bisa pake link aja atau yang lainnya bisa",memudahkan untuk yang pertama kali naek  bayarnya bisa pake link  atau yang lainnya bisa,"['memudahkan', 'kali', 'naek', 'bayarnya', 'pake', 'link']","['memudahkan', 'terkadang', 'naik', 'membayarnya', 'pakai', 'link']","['mudah', 'terkadang', 'naik', 'bayar', 'pakai', 'link']",6
5,Apa beda LRT dengan MRT Dan bagaimana cara klo kita mau naik salah satu kereta ini.,apa beda lrt dengan mrt dan bagaimana cara klo kita mau naik salah satu kereta ini., beda  dengan   bagaimana cara  kita  naik salah satu kereta ,"['beda', 'salah', 'kereta']","['beda', 'salah', 'kereta']","['beda', 'salah', 'kereta']",3
5,nyaman dan bersih waktu tempuhnya bagus,nyaman dan bersih waktu tempuhnya bagus,nyaman  bersih waktu tempuhnya bagus,"['nyaman', 'bersih', 'tempuhnya', 'bagus']","['nyaman', 'bersih', 'tempuhnya', 'bagus']","['nyaman', 'bersih', 'tempuh', 'bagus']",4
5,Sangat membantu pengguna dalam pembayaran untuk naik MRT,sangat membantu pengguna dalam pembayaran untuk naik mrt,sangat membantu pengguna dalam pembayaran untuk naik ,"['membantu', 'pengguna', 'pembayaran']","['membantu', 'pengguna', 'pembayaran']","['bantu', 'guna', 'bayar']",3
5,nyaman dan cepat,nyaman dan cepat,nyaman  cepat,"['nyaman', 'cepat']","['nyaman', 'cepat']","['nyaman', 'cepat']",2
5,Sangat Menganggumkan,sangat menganggumkan,sangat menganggumkan,['menganggumkan'],['menganggumkan'],['menganggumkan'],1
5,nyamannya bertransfortasi,nyamannya bertransfortasi,nyamannya bertransfortasi,"['nyamannya', 'bertransfortasi']","['nyamannya', 'bertransportasi']","['nyaman', 'transportasi']",2
5,"keren nieh pakai aplikasi ini, sangat membantu","keren nieh pakai aplikasi ini, sangat membantu",keren nieh pakai aplikasi  sangat membantu,"['keren', 'nieh', 'pakai', 'aplikasi', 'membantu']","['keren', 'ini', 'gunakan', 'aplikasi', 'membantu']","['keren', 'ini', 'guna', 'aplikasi', 'bantu']",5
5,sangat membantu berpergian menggunakan aplikasi ini,sangat membantu berpergian menggunakan aplikasi ini,sangat membantu berpergian menggunakan aplikasi ,"['membantu', 'berpergian', 'aplikasi']","['membantu', 'berpergian', 'aplikasi']","['bantu', 'pergi', 'aplikasi']",3
5,"bagus, memudahkan pengguna untuk naik mrt","bagus, memudahkan pengguna untuk naik mrt",bagus memudahkan pengguna untuk naik ,"['bagus', 'memudahkan', 'pengguna']","['bagus', 'memudahkan', 'pengguna']","['bagus', 'mudah', 'guna']",3
5,sangat berguna / membantu aktifitas se hari2 🙏🙏🙏,sangat berguna / membantu aktifitas se hari2 🙏🙏🙏,sangat berguna membantu aktifitas  hari,"['berguna', 'membantu', 'aktifitas']","['berguna', 'membantu', 'aktifitas']","['guna', 'bantu', 'aktifitas']",3
5,sangat bagus aplikasi ini juga tau mrt,sangat bagus aplikasi ini juga tau mrt,sangat bagus aplikasi  juga  ,"['bagus', 'aplikasi']","['bagus', 'aplikasi']","['bagus', 'aplikasi']",2
5,semoga engga lemot & eror aplikasinya,semoga engga lemot & eror aplikasinya,semoga engga lemot eror aplikasinya,"['semoga', 'engga', 'lemot', 'eror', 'aplikasinya']","['semoga', 'tidak', 'lambat', 'bermasalah', 'aplikasi', 'nya']","['moga', 'tidak', 'lambat', 'masalah', 'aplikasi', 'nya']",6
5,sangat bermanfaat bagi pertama kali menggunakan maupun berhari-hari,sangat bermanfaat bagi pertama kali menggunakan maupun berhari-hari,sangat bermanfaat bagi pertama kali menggunakan maupun berharihari,"['bermanfaat', 'kali', 'berharihari']","['bermanfaat', 'terkadang', 'berharihari']","['manfaat', 'terkadang', 'berharihari']",3
5,Scan QR masuk/keluar sudah lebih cepat,scan qr masuk/keluar sudah lebih cepat,scan  masukkeluar sudah lebih cepat,"['scan', 'masukkeluar', 'cepat']","['memindai', 'masukkeluar', 'cepat']","['pindai', 'masukkeluar', 'cepat']",3
5,nyaman dan cepat,nyaman dan cepat,nyaman  cepat,"['nyaman', 'cepat']","['nyaman', 'cepat']","['nyaman', 'cepat']",2
5,pelayanan nya professional👍,pelayanan nya professional👍,pelayanan  professional,"['pelayanan', 'professional']","['pelayanan', 'professional']","['layan', 'professional']",2
5,Moda transportasi yg aman..Apl'y g ribet,moda transportasi yg aman..apl'y g ribet,moda transportasi  amanaply  ribet,"['moda', 'transportasi', 'amanaply', 'ribet']","['moda', 'transportasi', 'amanaply', 'ruwet']","['moda', 'transportasi', 'amanaply', 'ruwet']",4
5,"Mudah digunakan, bayar menggunakan gopay lancar","mudah digunakan, bayar menggunakan gopay lancar",mudah digunakan bayar menggunakan gopay lancar,"['mudah', 'bayar', 'gopay', 'lancar']","['mudah', 'bayar', 'gopay', 'lancar']","['mudah', 'bayar', 'gopay', 'lancar']",4
5,sangat membantu dalam perjalanan,sangat membantu dalam perjalanan,sangat membantu dalam perjalanan,"['membantu', 'perjalanan']","['membantu', 'perjalanan']","['bantu', 'jalan']",2
5,Mrt ny tlg bsa d instal lg Yaa tlg d instal lg biar ga nyebelin,mrt ny tlg bsa d instal lg yaa tlg d instal lg biar ga nyebelin,     instal     instal  biar  nyebelin,"['instal', 'instal', 'nyebelin']","['instal', 'menyebalkan']","['instal', 'sebal']",2
5,nyaman tp blm pernah coba mrt,nyaman tp blm pernah coba mrt,nyaman   pernah coba ,"['nyaman', 'coba']","['nyaman', 'coba']","['nyaman', 'coba']",2
5,bagus dan tingkatkan lagi,bagus dan tingkatkan lagi,bagus  tingkatkan lagi,"['bagus', 'tingkatkan']","['bagus', 'tingkatkan']","['bagus', 'tingkat']",2
5,simple dan gak ribet,simple dan gak ribet,simple   ribet,"['simple', 'ribet']","['sederhana', 'ruwet']","['sederhana', 'ruwet']",2
5,akhirnya Indonesia memiliki transportasi massal yang berkelas,akhirnya indonesia memiliki transportasi massal yang berkelas,akhirnya indonesia memiliki transportasi massal yang berkelas,"['indonesia', 'memiliki', 'transportasi', 'massal', 'berkelas']","['indonesia', 'memiliki', 'transportasi', 'massal', 'berkelas']","['indonesia', 'milik', 'transportasi', 'massal', 'kelas']",5
5,mantap sangat berguna aplikasi ini,mantap sangat berguna aplikasi ini,mantap sangat berguna aplikasi ,"['mantap', 'berguna', 'aplikasi']","['bagus', 'berguna', 'aplikasi']","['bagus', 'guna', 'aplikasi']",3
5,masih setia pakai MRT dong.. dari rumah ke stasiun Fatmawati tinggal jalan kaki.,masih setia pakai mrt dong.. dari rumah ke stasiun fatmawati tinggal jalan kaki.,masih setia pakai  dong dari rumah  stasiun fatmawati tinggal jalan kaki,"['setia', 'pakai', 'rumah', 'stasiun', 'fatmawati', 'tinggal', 'jalan', 'kaki']","['setia', 'gunakan', 'rumah', 'stasiun', 'fatmawati', 'hanya', 'perlu', 'beroperasi', 'kaki']","['setia', 'guna', 'rumah', 'stasiun', 'fatmawati', 'hanya', 'perlu', 'operasi', 'kaki']",9
5,Sangat mudah dan cepat,sangat mudah dan cepat,sangat mudah  cepat,"['mudah', 'cepat']","['mudah', 'cepat']","['mudah', 'cepat']",2
5,bagus & sangat menikmati sekali dengan moda transportasi raya terpadu MRT Jakarta,bagus & sangat menikmati sekali dengan moda transportasi raya terpadu mrt jakarta,bagus sangat menikmati sekali dengan moda transportasi raya terpadu  jakarta,"['bagus', 'menikmati', 'moda', 'transportasi', 'raya', 'terpadu', 'jakarta']","['bagus', 'menikmati', 'moda', 'transportasi', 'raya', 'terpadu', 'jakarta']","['bagus', 'nikmat', 'moda', 'transportasi', 'raya', 'padu', 'jakarta']",7
5,bagus kalo lupa bawa kartu e-money nya,bagus kalo lupa bawa kartu e-money nya,bagus kalo lupa bawa kartu emoney ,"['bagus', 'lupa', 'bawa', 'kartu', 'emoney']","['bagus', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik']","['bagus', 'lupa', 'bawa', 'kartu', 'uang', 'elektronik']",6
5,LRT is the best. lancar n sukses utk lrt,lrt is the best. lancar n sukses utk lrt,   best lancar  sukses  ,"['best', 'lancar', 'sukses']","['best', 'lancar', 'sukses']","['best', 'lancar', 'sukses']",3
5,Buat urusan warga lebih mudah dan mengayomi,buat urusan warga lebih mudah dan mengayomi,buat urusan warga lebih mudah  mengayomi,"['urusan', 'warga', 'mudah', 'mengayomi']","['urusan', 'warga', 'mudah', 'mengayomi']","['urus', 'warga', 'mudah', 'ayom']",4
5,Aplikasi ini sangat bagus dan berguna sekali,aplikasi ini sangat bagus dan berguna sekali,aplikasi  sangat bagus  berguna sekali,"['aplikasi', 'bagus', 'berguna']","['aplikasi', 'bagus', 'berguna']","['aplikasi', 'bagus', 'guna']",3
5,jika bagus/tidak ada kendala,jika bagus/tidak ada kendala,jika bagustidak  kendala,"['bagustidak', 'kendala']","['bagustidak', 'masalah']","['bagustidak', 'masalah']",2
5,bagusss kualitas aplikasinya,bagusss kualitas aplikasinya,bagusss kualitas aplikasinya,"['bagusss', 'kualitas', 'aplikasinya']","['bagus', 'kualitas', 'aplikasi', 'nya']","['bagus', 'kualitas', 'aplikasi', 'nya']",4
5,Terimakasih Telah melayani dengan Baik dan Tulus MRT,terimakasih telah melayani dengan baik dan tulus mrt,terimakasih telah melayani dengan baik  tulus ,"['terimakasih', 'melayani', 'tulus']","['terima', 'kasih', 'melayani', 'tulus']","['terima', 'kasih', 'layan', 'tulus']",4
5,"Perbaiki, pertahankan, tambah opsional","perbaiki, pertahankan, tambah opsional",perbaiki pertahankan tambah opsional,"['perbaiki', 'pertahankan', 'opsional']","['perbaiki', 'pertahankan', 'opsional']","['baik', 'tahan', 'opsional']",3
5,aku senang ada Apk MRT jakartatingkat kn and kembangkn,aku senang ada apk mrt jakartatingkat kn and kembangkn, senang    jakartatingkat   kembangkn,"['senang', 'jakartatingkat', 'kembangkn']","['senang', 'jakartatingkat', 'kembangkn']","['senang', 'jakartatingkat', 'kembangkn']",3
5,sangat membantu dan memudahkan,sangat membantu dan memudahkan,sangat membantu  memudahkan,"['membantu', 'memudahkan']","['membantu', 'memudahkan']","['bantu', 'mudah']",2
5,pertahankan prestasi mu dan tingkatkan pelayanan anda,pertahankan prestasi mu dan tingkatkan pelayanan anda,pertahankan prestasi   tingkatkan pelayanan anda,"['pertahankan', 'prestasi', 'tingkatkan', 'pelayanan']","['pertahankan', 'prestasi', 'tingkatkan', 'pelayanan']","['tahan', 'prestasi', 'tingkat', 'layan']",4
5,keren dan sangat membantu maju terus mrt jakarta,keren dan sangat membantu maju terus mrt jakarta,keren  sangat membantu maju terus  jakarta,"['keren', 'membantu', 'maju', 'jakarta']","['keren', 'membantu', 'maju', 'jakarta']","['keren', 'bantu', 'maju', 'jakarta']",4
5,"mantap Tranportasi kelas dunia ,serasa seperti di Eropa","mantap tranportasi kelas dunia ,serasa seperti di eropa",mantap tranportasi kelas dunia serasa seperti  eropa,"['mantap', 'tranportasi', 'kelas', 'dunia', 'serasa', 'eropa']","['bagus', 'tranportasi', 'kelas', 'dunia', 'serasa', 'eropa']","['bagus', 'tranportasi', 'kelas', 'dunia', 'serasa', 'eropa']",6
5,sangat menggudukasi,sangat menggudukasi,sangat menggudukasi,['menggudukasi'],['mengedukasi'],['edukasi'],1
5,semoga bisa di gunakan aplikasi y.,semoga bisa di gunakan aplikasi y.,semoga bisa  gunakan aplikasi ,"['semoga', 'aplikasi']","['semoga', 'aplikasi']","['moga', 'aplikasi']",2
5,belum coba naik tapi katanya keren,belum coba naik tapi katanya keren,belum coba naik tapi katanya keren,"['coba', 'keren']","['coba', 'keren']","['coba', 'keren']",2
5,sangat membantu dan memudahkan,sangat membantu dan memudahkan,sangat membantu  memudahkan,"['membantu', 'memudahkan']","['membantu', 'memudahkan']","['bantu', 'mudah']",2
5,sangat bagus untuk publik,sangat bagus untuk publik,sangat bagus untuk publik,"['bagus', 'publik']","['bagus', 'publik']","['bagus', 'publik']",2
5,cepat aplikasinya,cepat aplikasinya,cepat aplikasinya,"['cepat', 'aplikasinya']","['cepat', 'aplikasi', 'nya']","['cepat', 'aplikasi', 'nya']",3
5,"oke ini, untuk moda transportasinya modern,👍","oke ini, untuk moda transportasinya modern,👍",  untuk moda transportasinya modern,"['moda', 'transportasinya', 'modern']","['moda', 'transportasinya', 'modern']","['moda', 'transportasi', 'modern']",3
5,Transportasi Publik Modern,transportasi publik modern,transportasi publik modern,"['transportasi', 'publik', 'modern']","['transportasi', 'publik', 'modern']","['transportasi', 'publik', 'modern']",3
5,aAplikasinya bagus banget!,aaplikasinya bagus banget!,aaplikasinya bagus banget,"['aaplikasinya', 'bagus', 'banget']","['aaplikasinya', 'bagus', 'sekali']","['aaplikasinya', 'bagus', 'sekali']",3
5,Pelayanan semakin baik,pelayanan semakin baik,pelayanan semakin baik,['pelayanan'],['pelayanan'],['layan'],1
5,cara jitu menghindari kemacetan,cara jitu menghindari kemacetan,cara jitu menghindari kemacetan,"['jitu', 'menghindari', 'kemacetan']","['akurat', 'menghindari', 'kemacetan']","['akurat', 'hindar', 'macet']",3
5,cepat nyaman aman,cepat nyaman aman,cepat nyaman aman,"['cepat', 'nyaman', 'aman']","['cepat', 'nyaman', 'aman']","['cepat', 'nyaman', 'aman']",3
5,bagus sih untuk melihat rute MRT,bagus sih untuk melihat rute mrt,bagus  untuk melihat rute ,"['bagus', 'rute']","['bagus', 'rute']","['bagus', 'rute']",2
5,mantap keren aplikasinya,mantap keren aplikasinya,mantap keren aplikasinya,"['mantap', 'keren', 'aplikasinya']","['bagus', 'keren', 'aplikasi', 'nya']","['bagus', 'keren', 'aplikasi', 'nya']",4
5,praktis dan ekonomis,praktis dan ekonomis,praktis  ekonomis,"['praktis', 'ekonomis']","['praktis', 'ekonomis']","['praktis', 'ekonomis']",2
5,"bermanfaat, update banget","bermanfaat, update banget",bermanfaat update banget,"['bermanfaat', 'update', 'banget']","['bermanfaat', 'pembaruan', 'sekali']","['manfaat', 'baru', 'sekali']",3
5,bagus dan lancar,bagus dan lancar,bagus  lancar,"['bagus', 'lancar']","['bagus', 'lancar']","['bagus', 'lancar']",2
5,aplikasi baik dan yg lebih baik lagi,aplikasi baik dan yg lebih baik lagi,aplikasi baik   lebih baik lagi,['aplikasi'],['aplikasi'],['aplikasi'],1
5,baguss dan mempermudah,baguss dan mempermudah,baguss  mempermudah,"['baguss', 'mempermudah']","['bagus', 'mempermudah']","['bagus', 'mudah']",2
5,bagus dan mempermudah,bagus dan mempermudah,bagus  mempermudah,"['bagus', 'mempermudah']","['bagus', 'mempermudah']","['bagus', 'mudah']",2
5,Bagus Untuk yang suka naik mrt jakarta,bagus untuk yang suka naik mrt jakarta,bagus untuk yang suka naik  jakarta,"['bagus', 'suka', 'jakarta']","['bagus', 'suka', 'jakarta']","['bagus', 'suka', 'jakarta']",3
5,belum pernah naik mrt .mau cobq pake aplikasi,belum pernah naik mrt .mau cobq pake aplikasi,belum pernah naik   cobq pake aplikasi,"['cobq', 'pake', 'aplikasi']","['cobq', 'pakai', 'aplikasi']","['cobq', 'pakai', 'aplikasi']",3
5,Aplikasinya mudah digunakan 🥰,aplikasinya mudah digunakan 🥰,aplikasinya mudah digunakan,"['aplikasinya', 'mudah']","['aplikasi', 'nya', 'mudah']","['aplikasi', 'nya', 'mudah']",3
5,baru naik sekali..kereta nya bersih,baru naik sekali..kereta nya bersih,baru naik sekalikereta  bersih,"['sekalikereta', 'bersih']","['sekalikereta', 'bersih']","['sekalikereta', 'bersih']",2
5,Baru pertama kali aku mendaftar di Aplikasi MRT Jakarta,baru pertama kali aku mendaftar di aplikasi mrt jakarta,baru pertama kali  mendaftar  aplikasi  jakarta,"['kali', 'mendaftar', 'aplikasi', 'jakarta']","['terkadang', 'mendaftar', 'aplikasi', 'jakarta']","['terkadang', 'daftar', 'aplikasi', 'jakarta']",4
5,akses nya mudah,akses nya mudah,akses  mudah,"['akses', 'mudah']","['akses', 'mudah']","['akses', 'mudah']",2
5,"bru pake, sejauh ini blm mendapatkan kendala","bru pake, sejauh ini blm mendapatkan kendala", pake sejauh   mendapatkan kendala,"['pake', 'kendala']","['pakai', 'masalah']","['pakai', 'masalah']",2
5,sangat bagus dan membantu,sangat bagus dan membantu,sangat bagus  membantu,"['bagus', 'membantu']","['bagus', 'membantu']","['bagus', 'bantu']",2
5,seneng naik MRT nyaman dan.cepat,seneng naik mrt nyaman dan.cepat,seneng naik  nyaman dancepat,"['seneng', 'nyaman', 'dancepat']","['seneng', 'nyaman', 'dancepat']","['neng', 'nyaman', 'dancepat']",3
5,lumayan sangat membantu,lumayan sangat membantu,lumayan sangat membantu,"['lumayan', 'membantu']","['cukup', 'baik', 'membantu']","['cukup', 'baik', 'bantu']",3
5,mudah & membantu,mudah & membantu,mudah membantu,"['mudah', 'membantu']","['mudah', 'membantu']","['mudah', 'bantu']",2
5,masih dlm pemcobaan. smoga bermakana buat kepegian nanti,masih dlm pemcobaan. smoga bermakana buat kepegian nanti,masih  pemcobaan smoga bermakana buat kepegian nanti,"['pemcobaan', 'smoga', 'bermakana', 'kepegian']","['pemcobaan', 'semoga', 'bermakana', 'kepegian']","['pemcobaan', 'moga', 'bermakana', 'kepegian']",4
5,bagus dan cepat,bagus dan cepat,bagus  cepat,"['bagus', 'cepat']","['bagus', 'cepat']","['bagus', 'cepat']",2
5,Bagus kok tidak ada kendala,bagus kok tidak ada kendala,bagus  tidak  kendala,"['bagus', 'kendala']","['bagus', 'masalah']","['bagus', 'masalah']",2
5,aplikasi sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus,"['aplikasi', 'bagus']","['aplikasi', 'bagus']","['aplikasi', 'bagus']",2
5,aplikasi yang mendukung user MRT,aplikasi yang mendukung user mrt,aplikasi yang mendukung user ,"['aplikasi', 'mendukung', 'user']","['aplikasi', 'mendukung', 'pengguna']","['aplikasi', 'dukung', 'guna']",3
5,selalu memuaskan naik mrt,selalu memuaskan naik mrt,selalu memuaskan naik ,['memuaskan'],['memuaskan'],['muas'],1
5,mudah dan bagus MRT jakarta,mudah dan bagus mrt jakarta,mudah  bagus  jakarta,"['mudah', 'bagus', 'jakarta']","['mudah', 'bagus', 'jakarta']","['mudah', 'bagus', 'jakarta']",3
5,terimakasih jakarta sehat selalu ya,terimakasih jakarta sehat selalu ya,terimakasih jakarta sehat selalu ,"['terimakasih', 'jakarta', 'sehat']","['terima', 'kasih', 'jakarta', 'sehat']","['terima', 'kasih', 'jakarta', 'sehat']",4
5,pelayanan yang sangat baik,pelayanan yang sangat baik,pelayanan yang sangat baik,['pelayanan'],['pelayanan'],['layan'],1
5,bagus dan mudah,bagus dan mudah,bagus  mudah,"['bagus', 'mudah']","['bagus', 'mudah']","['bagus', 'mudah']",2
5,mantap sangat memudahkan masyarakat,mantap sangat memudahkan masyarakat,mantap sangat memudahkan masyarakat,"['mantap', 'memudahkan', 'masyarakat']","['bagus', 'memudahkan', 'masyarakat']","['bagus', 'mudah', 'masyarakat']",3
5,"Bintang 4 dulu , belum di coba","bintang 4 dulu , belum di coba",bintang dulu belum  coba,"['bintang', 'coba']","['bintang', 'coba']","['bintang', 'coba']",2
5,pelayanannya bagus,pelayanannya bagus,pelayanannya bagus,"['pelayanannya', 'bagus']","['pelayanannya', 'bagus']","['layan', 'bagus']",2
5,Alhamdulillah semakin keren,alhamdulillah semakin keren,alhamdulillah semakin keren,"['alhamdulillah', 'keren']","['alhamdulillah', 'keren']","['alhamdulillah', 'keren']",2
5,Benar benar membantu sebagai etiket buat naik MRT,benar benar membantu sebagai etiket buat naik mrt,benar benar membantu sebagai etiket buat naik ,"['membantu', 'etiket']","['membantu', 'tiket', 'elektronik']","['bantu', 'tiket', 'elektronik']",3
5,sangat baikk sangat ramah,sangat baikk sangat ramah,sangat baikk sangat ramah,"['baikk', 'ramah']","['baik', 'ramah']","['baik', 'ramah']",2
5,akses jadi mudah,akses jadi mudah,akses jadi mudah,"['akses', 'mudah']","['akses', 'mudah']","['akses', 'mudah']",2
5,sangat membantunsaya baru donload terimakash,sangat membantunsaya baru donload terimakash,sangat membantunsaya baru donload terimakash,"['membantunsaya', 'donload', 'terimakash']","['membantu', 'saya', 'unduh', 'terima', 'kasih']","['bantu', 'saya', 'unduh', 'terima', 'kasih']",5
5,aplikasi ini sangat membantu saya,aplikasi ini sangat membantu saya,aplikasi  sangat membantu saya,"['aplikasi', 'membantu']","['aplikasi', 'membantu']","['aplikasi', 'bantu']",2
